p	V
192.210000	216.292247
189.710000	218.588469
187.270000	221.093439
185.130000	223.598410
182.580000	226.242545
179.970000	228.956262
178.170000	231.739563
175.030000	234.453280
172.420000	237.306163
169.470000	240.228628
166.410000	243.290258
164.040000	246.351889
161.100000	249.413519
158.500000	252.614314
155.110000	255.675944
151.850000	258.807157
149.010000	261.868787
146.320000	265.069583
143.650000	268.200795
140.090000	271.401590
138.040000	274.532803
135.150000	277.594433
133.040000	280.656064
130.270000	283.648111
127.820000	286.709742
125.890000	289.771372
123.510000	292.693837
121.220000	295.685885
119.470000	298.399602
117.280000	300.974155
115.720000	303.618290
113.780000	306.262425
111.960000	308.767396
110.500000	311.202783
108.850000	313.499006
107.240000	315.656064
106.010000	317.743539
104.570000	319.691849
103.200000	321.570577
102.380000	323.379722
101.110000	325.049702
100.100000	326.719682
98.980000	327.972167
98.100000	329.294235
97.450000	330.407555
96.750000	331.381710
95.800000	332.355865
95.210000	333.121272
94.650000	333.817097
94.320000	334.373757
93.770000	334.652087
93.380000	334.860835
93.000000	335.000000
92.700000	335.000000
92.420000	334.860835
92.270000	334.652087
92.210000	334.373757
92.080000	333.886680
91.990000	333.260437
92.020000	332.495030
92.040000	331.520875
92.190000	330.407555
92.360000	329.224652
92.550000	327.972167
92.870000	326.580517
93.140000	325.049702
93.560000	323.310139
94.120000	321.431412
94.550000	319.483101
95.260000	317.534791
95.890000	315.447316
96.500000	313.220676
97.330000	310.924453
98.030000	308.558648
98.900000	306.053678
99.880000	303.409543
100.670000	300.765408
101.760000	297.982107
102.860000	295.198807
103.770000	292.345924
104.990000	289.423459
106.360000	286.500994
107.360000	283.508946
108.600000	280.447316
110.120000	277.385686
111.740000	274.254473
113.610000	271.053678
115.170000	267.783300
117.230000	264.582505
119.110000	261.520875
120.690000	258.459245
123.660000	255.328032
125.490000	252.127237
127.940000	248.996024
130.350000	245.934394
132.350000	242.872763
135.350000	239.880716
138.360000	236.958250
140.650000	234.105368
143.320000	231.391650
144.000000	228.538767
149.160000	225.894632
152.700000	223.389662
155.460000	220.884692
158.460000	218.518887
162.150000	216.222664
165.060000	213.926441
168.960000	211.838966
172.710000	209.751491
174.940000	207.872763
178.500000	206.133201
181.950000	204.463221
184.700000	202.932406
187.790000	201.679920
190.160000	200.427435
193.030000	199.244533
195.790000	198.270378
198.190000	197.365805
200.710000	196.600398
202.780000	195.974155
204.290000	195.556660
206.050000	195.347913
207.480000	195.069583
208.750000	195.000000
209.430000	195.000000
210.210000	195.208748
210.520000	195.556660
210.650000	195.974155
210.550000	196.530815
210.200000	197.296223
209.650000	198.131213
209.050000	199.105368
207.950000	200.357853
206.710000	201.679920
205.460000	202.932406
203.840000	204.602386
201.970000	206.272366
200.450000	208.011928
198.410000	209.960239
196.680000	211.908549
194.470000	213.996024
192.000000	216.222664
190.050000	218.518887
187.440000	220.884692
184.800000	223.528827
182.670000	226.103380
179.890000	228.886680
177.160000	231.461233
175.180000	234.314115
172.290000	237.166998
169.880000	240.159046
166.920000	243.081511
163.500000	246.282306
161.090000	249.274354
158.170000	252.335984
155.270000	255.536779
152.360000	258.598410
149.300000	261.799205
146.110000	264.930417
143.750000	268.131213
140.890000	271.262425
138.260000	274.463221
136.070000	277.524851
133.090000	280.447316
130.050000	283.508946
128.110000	286.570577
126.090000	289.562624
123.940000	292.624254
121.730000	295.407555
119.520000	298.260437
117.830000	300.904573
115.720000	303.548708
113.490000	306.053678
112.110000	308.628231
110.420000	311.063618
109.160000	313.359841
107.370000	315.516899
105.880000	317.604374
104.610000	319.622266
103.120000	321.431412
101.970000	323.310139
101.170000	325.049702
99.940000	326.580517
98.870000	327.972167
98.050000	329.224652
97.190000	330.268390
96.630000	331.381710
95.860000	332.286282
95.250000	333.121272
94.640000	333.817097
94.050000	334.373757
93.580000	334.652087
93.290000	334.860835
92.910000	335.000000
92.680000	335.000000
92.440000	334.860835
92.250000	334.652087
92.150000	334.373757
92.050000	333.886680
92.060000	333.260437
92.070000	332.495030
92.170000	331.520875
92.290000	330.407555
92.490000	329.294235
92.770000	327.972167
93.080000	326.719682
93.430000	325.188867
93.870000	323.379722
94.270000	321.570577
94.870000	319.622266
95.360000	317.604374
96.060000	315.516899
96.770000	313.359841
97.350000	311.063618
98.170000	308.628231
99.040000	306.123260
99.790000	303.548708
100.810000	300.904573
101.860000	298.190855
102.710000	295.337972
103.920000	292.485089
104.980000	289.562624
106.230000	286.570577
107.570000	283.648111
108.700000	280.586481
109.740000	277.524851
110.820000	274.324056
113.690000	271.192843
115.720000	267.992048
117.220000	264.860835
118.830000	261.660040
121.060000	258.598410
123.650000	255.397614
126.200000	252.266402
128.840000	249.065606
130.440000	245.934394
132.910000	243.081511
135.140000	240.159046
138.120000	237.166998
141.160000	234.244533
143.250000	231.461233
146.490000	228.677932
149.510000	226.033797
152.220000	223.528827
155.310000	221.023857
159.290000	218.588469
162.010000	216.292247
165.460000	213.996024
168.360000	211.908549
171.640000	209.821074
175.450000	208.011928
178.300000	206.272366
181.780000	204.602386
184.880000	203.071571
187.600000	201.749503
190.780000	200.427435
193.680000	199.383698
195.790000	198.270378
198.410000	197.365805
200.380000	196.600398
202.470000	196.113320
204.580000	195.626243
205.870000	195.347913
207.400000	195.069583
208.650000	195.000000
209.430000	195.000000
210.260000	195.208748
210.580000	195.556660
210.800000	195.974155
210.720000	196.530815
210.270000	197.296223
209.960000	198.131213
209.020000	199.105368
208.060000	200.218688
206.910000	201.540755
205.250000	202.932406
203.990000	204.463221
202.230000	206.133201
200.240000	207.872763
198.630000	209.821074
196.440000	211.838966
194.230000	213.926441
192.340000	216.083499
190.000000	218.379722
187.700000	220.815109
185.330000	223.320080
183.060000	226.033797
181.020000	228.677932
178.240000	231.391650
175.290000	234.105368
172.760000	236.958250
169.710000	239.880716
166.710000	242.942346
164.170000	246.003976
161.060000	249.065606
158.700000	252.266402
155.190000	255.328032
153.320000	258.459245
148.930000	261.520875
146.480000	264.721670
143.670000	267.922465
141.280000	271.053678
138.580000	274.254473
135.220000	277.316103
132.730000	280.377734
130.360000	283.300199
127.600000	286.361829
125.840000	289.423459
123.360000	292.345924
121.260000	295.337972
119.430000	298.051690
117.220000	300.765408
115.700000	303.409543
113.950000	305.914513
111.960000	308.419483
110.470000	310.924453
108.800000	313.220676
107.270000	315.447316
106.030000	317.395626
104.760000	319.483101
103.620000	321.361829
102.370000	323.170974
101.190000	324.910537
100.370000	326.441352
99.210000	327.902584
98.290000	329.224652
97.570000	330.268390
96.690000	331.312127
96.030000	332.286282
95.310000	333.051690
94.660000	333.817097
94.190000	334.234592
93.680000	334.652087
93.220000	334.860835
92.850000	335.000000
92.630000	335.000000
92.430000	334.860835
92.210000	334.652087
92.130000	334.373757
92.080000	333.886680
92.070000	333.330020
92.130000	332.564612
92.240000	331.590457
92.360000	330.546720
92.540000	329.294235
92.820000	328.111332
93.120000	326.719682
93.480000	325.258449
93.910000	323.518887
94.370000	321.640159
94.780000	319.831014
95.450000	317.743539
96.050000	315.656064
96.700000	313.499006
97.410000	311.202783
98.020000	308.767396
98.930000	306.262425
99.770000	303.757455
100.520000	301.113320
101.480000	298.399602
102.470000	295.546720
103.640000	292.693837
105.010000	289.771372
106.360000	286.779324
107.520000	283.856859
109.070000	280.795229
110.300000	277.733598
110.150000	274.532803
114.050000	271.401590
115.630000	268.200795
117.530000	265.069583
118.980000	261.868787
120.400000	258.807157
123.410000	255.675944
125.310000	252.475149
128.130000	249.274354
130.080000	246.282306
132.190000	243.290258
134.960000	240.228628
137.980000	237.375746
140.550000	234.453280
143.400000	231.739563
146.060000	228.886680
149.070000	226.242545
152.460000	223.737575
155.120000	221.232604
158.800000	218.797217
162.270000	216.500994
164.820000	214.204771
168.560000	212.047714
171.950000	210.099404
174.760000	208.081511
178.290000	206.341948
181.670000	204.741551
184.180000	203.210736
187.590000	201.749503
190.040000	200.566600
192.850000	199.453280
195.760000	198.409543
197.750000	197.504970
200.350000	196.739563
202.590000	196.113320
204.260000	195.626243
205.910000	195.347913
207.440000	195.069583
208.590000	195.000000
209.550000	195.000000
210.390000	195.069583
210.580000	195.417495
210.750000	195.834990
210.660000	196.530815
210.320000	197.157058
209.860000	198.061630
209.160000	199.035785
208.070000	200.149105
206.830000	201.401590
205.740000	202.862823
204.090000	204.254473
202.220000	205.994036
200.720000	207.803181
198.690000	209.612326
196.580000	211.630219
194.740000	213.648111
192.370000	215.874751
190.380000	218.170974
187.840000	220.536779
185.040000	223.111332
183.140000	225.685885
180.530000	228.399602
177.630000	231.043738
175.340000	233.896620
172.610000	236.749503
169.830000	239.671968
167.200000	242.664016
163.940000	245.725646
160.790000	248.856859
158.400000	251.918489
155.850000	254.980119
153.570000	258.180915
149.730000	261.242545
146.630000	264.373757
144.220000	267.574553
141.250000	270.844930
138.660000	273.906561
136.050000	277.037773
133.410000	280.029821
130.740000	283.091451
128.670000	286.153082
125.930000	289.075547
124.030000	292.137177
121.860000	294.990060
119.510000	297.842942
117.780000	300.487078
115.510000	303.061630
113.630000	305.705765
112.160000	308.210736
110.570000	310.646123
109.160000	313.011928
107.510000	315.238569
106.090000	317.186879
104.970000	319.274354
103.710000	321.222664
102.280000	323.101392
101.360000	324.840954
100.210000	326.371769
99.520000	327.763419
98.500000	329.015905
97.590000	330.198807
96.880000	331.312127
96.180000	332.147117
95.400000	333.051690
94.930000	333.677932
94.330000	334.234592
93.940000	334.582505
93.520000	334.860835
93.070000	335.000000
92.810000	335.000000
92.590000	334.860835
92.360000	334.652087
92.240000	334.443340
92.180000	334.025845
92.070000	333.330020
92.110000	332.564612
92.180000	331.729622
92.320000	330.616302
92.540000	329.502982
92.800000	328.250497
93.100000	326.928429
93.470000	325.397614
93.910000	323.727634
94.290000	321.918489
94.910000	320.039761
95.340000	317.952286
96.020000	315.864811
96.710000	313.707753
97.270000	311.481113
98.090000	309.115308
99.010000	306.610338
99.730000	303.966203
100.690000	301.322068
101.530000	298.608350
102.700000	295.894632
103.780000	293.041750
104.800000	290.049702
106.110000	287.127237
107.500000	284.204771
108.640000	281.143141
110.200000	278.081511
111.670000	274.880716
111.830000	271.749503
115.250000	268.548708
117.000000	265.347913
118.910000	262.216700
120.650000	259.155070
122.310000	255.954274
125.220000	252.892644
127.920000	249.761431
130.060000	246.560636
132.360000	243.638171
134.570000	240.646123
137.310000	237.723658
140.410000	234.801193
142.350000	232.017893
145.700000	229.165010
149.090000	226.590457
151.740000	223.946322
155.000000	221.580517
158.640000	219.005964
161.530000	216.709742
164.770000	214.413519
167.810000	212.256461
171.330000	210.308151
173.250000	208.290258
177.470000	206.550696
181.120000	204.950298
184.110000	203.419483
186.630000	201.958250
189.310000	200.636183
193.030000	199.592445
195.360000	198.479125
198.270000	197.644135
199.920000	196.739563
202.120000	196.182903
204.290000	195.626243
205.730000	195.347913
207.370000	195.069583
208.380000	195.000000
209.230000	195.000000
209.910000	195.069583
210.570000	195.417495
210.590000	195.834990
210.610000	196.391650
210.310000	197.087475
209.690000	197.922465
209.160000	198.896620
208.220000	200.009940
207.230000	201.332008
205.710000	202.654076
204.430000	204.184891
202.630000	205.785288
200.900000	207.524851
199.260000	209.403579
197.140000	211.351889
194.860000	213.439364
192.850000	215.666004
190.540000	217.962227
187.840000	220.328032
185.820000	222.833002
183.260000	225.337972
180.960000	228.121272
178.290000	230.834990
175.560000	233.548708
173.420000	236.401590
170.430000	239.393638
168.160000	242.316103
164.960000	245.377734
161.890000	248.508946
158.790000	251.570577
156.280000	254.632207
153.280000	257.833002
149.950000	260.894632
148.000000	264.095427
144.170000	267.226640
141.920000	270.427435
139.050000	273.558648
136.380000	276.759443
133.920000	279.681909
131.030000	282.743539
128.630000	285.805169
126.770000	288.797217
124.010000	291.858847
122.210000	294.642147
120.060000	297.495030
118.020000	300.208748
116.320000	302.852883
114.470000	305.357853
112.490000	308.001988
111.080000	310.437376
109.780000	312.733598
108.070000	315.029821
106.780000	317.047714
105.130000	319.065606
104.120000	321.013917
102.910000	322.892644
101.570000	324.632207
100.720000	326.163022
99.480000	327.554672
98.480000	328.876740
97.800000	330.059642
96.940000	331.172962
96.290000	332.077535
95.490000	332.912525
94.970000	333.608350
94.470000	334.095427
94.000000	334.582505
93.520000	334.791252
93.230000	335.000000
92.880000	335.000000
92.600000	334.860835
92.460000	334.791252
92.290000	334.443340
92.230000	334.025845
92.200000	333.469185
92.210000	332.703777
92.250000	331.799205
92.350000	330.755467
92.600000	329.642147
92.770000	328.320080
93.060000	326.998012
93.390000	325.467197
93.830000	323.936382
94.280000	322.127237
94.720000	320.248509
95.320000	318.161034
95.930000	316.073559
96.480000	313.916501
97.220000	311.689861
97.860000	309.324056
98.710000	306.819085
99.640000	304.314115
100.420000	301.669980
101.500000	298.956262
102.540000	296.103380
103.560000	293.250497
104.760000	290.397614
105.870000	287.475149
107.260000	284.483101
108.730000	281.421471
109.930000	278.359841
111.590000	275.228628
113.230000	272.027833
114.720000	268.896620
116.920000	265.695825
118.460000	262.564612
119.970000	259.502982
122.520000	256.302187
123.850000	253.101392
127.290000	249.970179
129.800000	246.908549
131.490000	243.846918
134.380000	240.924453
136.520000	237.932406
138.980000	235.079523
143.070000	232.226640
145.340000	229.512922
148.340000	226.799205
151.740000	224.294235
154.540000	221.789264
158.140000	219.284294
161.860000	216.988072
164.730000	214.691849
167.640000	212.465209
171.500000	210.516899
174.350000	208.568588
177.670000	206.689861
180.930000	205.019881
183.490000	203.489066
186.760000	202.097416
189.120000	200.775348
192.320000	199.592445
195.070000	198.618290
197.130000	197.713718
199.760000	196.878728
202.030000	196.182903
203.770000	195.765408
205.680000	195.347913
207.240000	195.069583
208.140000	195.000000
209.410000	195.000000
210.060000	195.069583
210.520000	195.417495
210.840000	195.765408
210.760000	196.322068
210.550000	197.087475
209.880000	197.852883
209.360000	198.827038
208.410000	199.870775
207.110000	201.192843
205.870000	202.514911
204.260000	204.045726
202.590000	205.715706
201.130000	207.455268
199.050000	209.333996
197.380000	211.282306
195.200000	213.230616
192.750000	215.457256
191.030000	217.753479
188.410000	220.119284
185.890000	222.624254
183.860000	225.268390
181.550000	227.912525
179.750000	230.626243
176.320000	233.339960
173.790000	236.192843
172.890000	239.115308
168.140000	242.107356
164.840000	245.168986
162.380000	248.230616
158.950000	251.361829
155.980000	254.423459
152.710000	257.624254
149.740000	260.685885
146.710000	263.817097
144.520000	267.017893
141.530000	270.218688
138.620000	273.349901
136.390000	276.411531
133.610000	279.473161
131.570000	282.395626
128.990000	285.457256
126.420000	288.518887
124.510000	291.510934
122.180000	294.433400
119.990000	297.286282
118.120000	300.000000
116.200000	302.644135
114.540000	305.288270
112.620000	307.793241
110.930000	310.159046
109.580000	312.594433
107.790000	314.751491
106.290000	316.838966
105.220000	318.926441
103.840000	320.805169
102.750000	322.753479
101.520000	324.423459
100.470000	326.023857
99.580000	327.554672
98.590000	328.876740
97.740000	329.990060
97.120000	331.033797
96.310000	332.077535
95.830000	332.842942
95.200000	333.608350
94.680000	334.095427
94.250000	334.582505
93.840000	334.791252
93.340000	335.000000
93.080000	335.000000
92.810000	334.860835
92.600000	334.791252
92.380000	334.443340
92.240000	334.095427
92.120000	333.469185
92.100000	332.842942
92.070000	331.938370
92.110000	330.825050
92.220000	329.642147
92.540000	328.459245
92.770000	327.137177
93.130000	325.675944
93.590000	324.075547
94.070000	322.335984
94.620000	320.387674
95.120000	318.369781
95.870000	316.212724
96.590000	314.125249
97.150000	311.829026
97.940000	309.532803
98.860000	307.027833
99.590000	304.522863
100.570000	301.878728
101.290000	299.165010
102.330000	296.312127
103.520000	293.459245
104.440000	290.606362
105.710000	287.683897
107.070000	284.622266
108.250000	281.630219
109.440000	278.568588
110.160000	275.437376
112.630000	272.236581
114.510000	269.105368
116.470000	265.904573
118.090000	262.842942
120.660000	259.711730
121.900000	256.510934
125.060000	253.449304
127.290000	250.178926
129.640000	247.117296
132.310000	244.055666
134.170000	241.133201
137.250000	238.141153
139.960000	235.288270
140.610000	232.504970
145.390000	229.721670
148.460000	227.007952
150.940000	224.363817
154.070000	221.858847
157.560000	219.493042
160.830000	217.057654
164.400000	214.761431
167.170000	212.604374
170.660000	210.586481
174.410000	208.638171
177.370000	206.898608
180.760000	205.159046
183.810000	203.628231
186.440000	202.166998
189.540000	200.914513
192.660000	199.662028
194.940000	198.687873
197.480000	197.713718
199.420000	196.948310
201.780000	196.182903
203.850000	195.765408
205.280000	195.417495
206.910000	195.069583
208.270000	195.000000
209.160000	195.000000
209.940000	195.069583
210.480000	195.347913
210.700000	195.765408
210.840000	196.322068
210.430000	196.948310
210.060000	197.852883
209.300000	198.687873
208.450000	199.801193
207.310000	201.123260
205.880000	202.445328
204.520000	203.976143
202.810000	205.506958
201.030000	207.246521
199.420000	209.055666
197.230000	211.073559
194.980000	213.161034
192.930000	215.318091
190.570000	217.475149
188.470000	219.910537
185.900000	222.415507
183.190000	225.059642
181.090000	227.634195
178.300000	230.417495
175.570000	233.131213
173.610000	235.984095
172.730000	238.906561
167.810000	241.898608
165.000000	244.960239
162.270000	248.021869
159.240000	251.153082
156.760000	254.214712
153.530000	257.415507
150.900000	260.477137
147.870000	263.608350
144.030000	266.809145
141.990000	269.940358
139.340000	273.141153
136.130000	276.202783
134.060000	279.264414
131.270000	282.186879
128.610000	285.248509
126.620000	288.310139
124.390000	291.371769
122.680000	294.363817
120.490000	297.077535
118.270000	299.791252
116.850000	302.435388
114.700000	305.079523
112.620000	307.584493
111.380000	310.089463
109.580000	312.385686
108.280000	314.681909
106.760000	316.769384
105.460000	318.717694
104.300000	320.666004
102.920000	322.544732
101.800000	324.284294
100.780000	325.954274
99.740000	327.485089
98.900000	328.737575
97.990000	329.850895
97.040000	330.964215
96.270000	331.938370
95.630000	332.842942
95.010000	333.469185
94.520000	334.095427
93.970000	334.582505
93.590000	334.791252
93.080000	335.000000
92.660000	335.000000
92.440000	334.860835
92.180000	334.791252
92.050000	334.582505
91.930000	334.095427
91.840000	333.608350
91.850000	332.842942
91.870000	331.938370
92.020000	330.964215
92.130000	329.781312
92.340000	328.528827
92.650000	327.206759
92.990000	325.815109
93.330000	324.145129
93.800000	322.405567
94.220000	320.457256
94.880000	318.508946
95.360000	316.421471
96.080000	314.264414
96.900000	312.037773
97.530000	309.671968
98.430000	307.236581
99.380000	304.592445
100.190000	302.017893
101.170000	299.234592
102.250000	296.520875
103.240000	293.667992
104.430000	290.815109
105.420000	287.892644
106.710000	284.831014
107.990000	281.908549
107.700000	278.846918
110.870000	275.646123
112.810000	272.514911
114.110000	269.314115
115.090000	266.113320
117.410000	262.982107
120.310000	259.920477
122.690000	256.719682
124.490000	253.658052
127.170000	250.387674
129.590000	247.326044
131.850000	244.264414
134.750000	241.341948
136.600000	238.349901
139.360000	235.427435
142.400000	232.713718
145.060000	229.860835
148.130000	227.147117
151.470000	224.572565
153.950000	222.067594
157.520000	219.562624
161.050000	217.266402
163.800000	214.970179
167.180000	212.813121
170.810000	210.725646
173.680000	208.777336
177.110000	206.898608
179.810000	205.228628
183.080000	203.628231
186.350000	202.166998
188.960000	200.914513
192.040000	199.801193
194.940000	198.687873
196.910000	197.852883
199.570000	196.948310
201.910000	196.322068
203.680000	195.765408
205.460000	195.417495
207.020000	195.069583
208.140000	195.069583
209.320000	195.000000
210.090000	195.069583
210.440000	195.347913
210.820000	195.765408
210.730000	196.322068
210.550000	196.948310
210.010000	197.713718
209.510000	198.687873
208.480000	199.801193
207.120000	200.984095
206.030000	202.306163
204.440000	203.836978
202.780000	205.506958
201.360000	207.246521
199.360000	209.055666
197.650000	210.934394
195.440000	213.021869
193.100000	215.178926
191.390000	217.405567
188.760000	219.771372
186.180000	222.345924
184.230000	224.920477
181.470000	227.564612
178.750000	230.278330
176.540000	232.992048
173.710000	235.775348
170.780000	238.697813
168.330000	241.689861
165.190000	244.751491
162.800000	247.882704
159.560000	250.944334
156.660000	254.145129
154.070000	257.206759
150.820000	260.268390
147.670000	263.399602
145.230000	266.600398
142.400000	269.870775
139.120000	273.001988
136.970000	276.063618
134.110000	279.125249
131.450000	282.117296
129.510000	285.178926
126.680000	288.101392
124.750000	291.163022
122.390000	294.155070
120.240000	296.938370
118.370000	299.721670
116.410000	302.296223
114.520000	304.940358
112.760000	307.445328
110.970000	309.950298
109.780000	312.246521
108.060000	314.542744
106.500000	316.630219
105.200000	318.717694
103.900000	320.596421
102.620000	322.405567
101.640000	324.284294
100.480000	325.954274
99.590000	327.345924
98.610000	328.667992
97.680000	329.850895
96.990000	330.964215
96.210000	331.938370
95.500000	332.703777
94.980000	333.469185
94.420000	334.095427
93.980000	334.582505
93.550000	334.791252
93.140000	334.860835
92.770000	335.000000
92.470000	334.860835
92.320000	334.791252
92.120000	334.582505
91.950000	334.095427
91.880000	333.608350
91.890000	332.912525
91.900000	331.938370
91.980000	330.964215
92.130000	329.781312
92.400000	328.528827
92.610000	327.206759
92.980000	325.815109
93.450000	324.284294
93.870000	322.405567
94.430000	320.596421
94.930000	318.578529
95.610000	316.560636
96.360000	314.333996
96.940000	312.176938
97.780000	309.741551
98.630000	307.375746
99.320000	304.731610
100.270000	302.087475
101.060000	299.373757
102.140000	296.660040
103.280000	293.807157
104.210000	290.815109
105.550000	287.892644
106.920000	284.970179
108.130000	281.978131
109.730000	278.916501
111.340000	275.854871
112.710000	272.584493
114.530000	269.453280
116.090000	266.252485
118.000000	263.051690
120.200000	259.990060
122.020000	256.858847
124.210000	253.797217
126.500000	250.596421
128.630000	247.465209
131.410000	244.403579
133.550000	241.411531
135.980000	238.489066
139.190000	235.566600
141.770000	232.783300
145.070000	229.930417
148.130000	227.216700
150.690000	224.711730
154.430000	222.206759
157.910000	219.701789
160.760000	217.266402
164.240000	215.109344
167.010000	212.813121
170.560000	210.864811
174.150000	208.846918
176.930000	207.037773
179.990000	205.228628
183.510000	203.697813
186.110000	202.306163
189.090000	200.984095
192.230000	199.801193
194.470000	198.827038
197.160000	197.852883
199.840000	196.948310
201.640000	196.322068
203.780000	195.765408
205.360000	195.417495
207.050000	195.208748
208.200000	195.069583
209.040000	195.000000
210.050000	195.069583
210.450000	195.347913
210.600000	195.765408
210.590000	196.182903
210.390000	196.878728
209.890000	197.713718
209.240000	198.687873
208.290000	199.801193
207.340000	200.984095
205.980000	202.306163
204.720000	203.697813
203.080000	205.367793
201.310000	207.107356
199.610000	208.986083
197.480000	210.934394
195.200000	213.021869
193.390000	215.109344
191.060000	217.405567
188.390000	219.701789
186.460000	222.206759
184.020000	224.850895
182.060000	227.425447
180.670000	230.208748
176.660000	232.922465
174.160000	235.775348
172.000000	238.628231
169.110000	241.550696
165.980000	244.612326
162.410000	247.813121
159.810000	250.805169
156.300000	254.005964
153.700000	257.067594
150.770000	260.268390
147.600000	263.330020
144.430000	266.461233
141.430000	269.731610
139.550000	272.932406
136.220000	275.994036
134.210000	279.055666
131.340000	281.978131
128.630000	285.039761
126.680000	288.101392
124.370000	291.093439
122.190000	294.155070
120.320000	296.938370
118.230000	299.582505
116.710000	302.226640
114.550000	304.801193
112.770000	307.375746
111.230000	309.880716
109.670000	312.246521
107.850000	314.473161
106.580000	316.630219
105.140000	318.578529
103.890000	320.596421
102.870000	322.405567
101.520000	324.145129
