0.030000	114.333300
0.035700	115.713000
0.041400	116.391900
0.047100	116.322100
0.052800	116.303500
0.058500	116.369500
0.064200	118.605400
0.069900	120.141300
0.075600	122.696700
0.081300	124.513900
0.087000	128.345200
0.092700	133.351700
0.098400	138.969700
0.104100	143.154300
0.109800	146.445200
0.115500	151.008100
0.121200	151.309000
0.126900	153.274100
0.132610	154.988400
0.138310	155.831900
0.144010	156.034500
0.149710	156.935000
0.155410	157.553300
0.161110	157.228100
0.166810	156.617600
0.172510	157.391000
0.178210	158.037900
0.183910	158.077900
0.189610	158.000000
0.195310	158.424500
0.201010	159.000000
0.206710	159.027300
0.212410	159.927100
0.218110	159.956100
0.223810	159.621200
0.229510	160.270100
0.235210	160.676900
0.240910	160.775200
0.246610	161.273800
0.252310	161.032900
0.258010	160.263300
0.263710	158.850600
0.269410	158.997700
0.275110	159.668800
0.280810	160.191300
0.286510	160.000000
0.292210	160.000000
0.297910	159.913400
0.303610	160.095200
0.309310	160.143200
0.315010	159.666700
0.320710	159.838500
0.326410	160.194800
0.332120	160.597700
0.337820	159.691400
0.343520	158.722400
0.349220	158.963400
0.354920	159.775100
0.360620	159.666700
0.366320	160.555800
0.372020	160.792500
0.377720	158.955400
0.383420	157.748800
0.389120	157.966200
0.394820	159.000000
0.400520	159.000000
0.406220	158.214300
0.411920	158.595200
0.417620	158.539800
0.423320	158.267600
0.429020	157.930200
0.434720	158.051100
0.440420	158.197800
0.446120	158.895500
0.451820	159.784900
0.457520	160.000000
0.463220	159.768200
0.468920	158.948700
0.474620	158.770600
0.480320	158.495700
0.486020	157.760800
0.491720	158.232200
0.497420	159.027300
0.503120	159.568100
0.508820	159.004700
0.514520	158.378700
0.520220	158.667300
0.525920	158.666700
0.531630	158.633700
0.537330	158.099200
0.543030	157.666700
0.548730	157.666700
0.554430	158.922800
0.560130	159.239200
0.565830	159.226700
0.571530	158.655700
0.577230	158.872500
0.582930	159.228800
0.588630	159.608400
0.594330	159.607700
0.600030	159.062000
0.605730	157.697800
0.611430	157.803900
0.617130	158.347400
0.622830	158.004400
0.628530	158.160800
0.634230	158.528800
0.639930	158.209600
0.645630	157.759200
0.651330	157.738600
0.657030	158.754100
0.662730	158.871000
0.668430	158.805200
0.674130	158.666700
0.679830	158.319000
0.685530	157.571700
0.691230	157.999300
0.696930	157.467500
0.702630	157.214400
0.708330	157.324000
0.714030	157.390200
0.719730	158.178500
0.725430	158.428700
0.731130	157.454900
0.736840	157.388300
0.742540	157.333300
0.748240	157.394000
0.753940	157.138800
0.759640	157.333300
0.765340	157.356900
0.771040	158.245100
0.776740	157.618000
0.782440	157.772700
0.788140	157.638700
0.793840	157.468200
0.799540	157.765900
0.805240	157.018400
0.810940	156.192900
0.816640	155.774600
0.822340	156.093900
0.828040	156.932400
0.833740	157.277700
0.839440	156.988900
0.845140	156.081600
0.850840	156.000000
0.856540	155.744300
0.862240	155.285300
0.867940	155.855500
0.873640	156.057000
0.879340	156.140400
0.885040	155.294800
0.890740	155.998200
0.896440	156.797000
0.902140	156.662400
0.907840	155.996100
0.913540	156.508300
0.919240	156.746800
0.924940	156.578100
0.930640	155.517700
0.936350	154.450700
0.942050	155.512100
0.947750	155.980100
0.953450	156.228900
0.959150	156.460800
0.964850	156.114700
0.970550	156.113600
0.976250	156.044000
0.981950	155.772800
0.987650	154.040400
0.993350	154.220800
0.999050	155.203300
1.004750	155.409800
1.010450	154.368300
1.016150	154.391000
1.021850	154.410200
1.027550	155.056700
1.033250	154.666700
1.038950	155.654000
1.044650	155.965800
1.050350	155.634000
1.056050	155.085300
1.061750	155.648700
1.067450	156.212100
1.073150	156.775600
1.078850	157.229700
1.084550	157.566300
1.090250	156.308200
1.095950	155.370800
1.101650	155.617600
1.107350	155.497700
1.113050	154.784900
1.118750	154.416200
1.124450	154.964000
1.130150	154.949400
1.135860	154.771200
1.141560	155.203500
1.147260	154.740600
1.152960	154.172000
