Absolutdruck 1, Messreihe #1
Zeit ( s )	Absolutdruck 1 ( kPa )
0,1460	182,05
0,1470	181,39
0,1480	180,82
0,1490	180,26
0,1500	179,53
0,1510	178,92
0,1520	178,30
0,1530	177,61
0,1540	177,04
0,1550	176,22
0,1560	175,47
0,1570	174,86
0,1580	174,02
0,1590	173,27
0,1600	172,53
0,1610	171,69
0,1620	170,85
0,1630	170,13
0,1640	169,21
0,1650	168,37
0,1660	167,51
0,1670	166,58
0,1680	165,82
0,1690	164,83
0,1700	163,84
0,1710	163,00
0,1720	162,11
0,1730	160,93
0,1740	160,09
0,1750	159,06
0,1760	157,95
0,1770	157,06
0,1780	155,95
0,1790	154,88
0,1800	154,05
0,1810	152,99
0,1820	152,10
0,1830	150,93
0,1840	149,84
0,1850	148,95
0,1860	147,86
0,1870	146,72
0,1880	145,93
0,1890	144,83
0,1900	143,66
0,1910	142,66
0,1920	141,57
0,1930	140,49
0,1940	139,55
0,1950	138,54
0,1960	137,59
0,1970	136,45
0,1980	135,40
0,1990	134,43
0,2000	133,36
0,2010	132,28
0,2020	131,34
0,2030	130,33
0,2040	129,51
0,2050	128,42
0,2060	127,47
0,2070	126,61
0,2080	125,61
0,2090	124,61
0,2100	123,84
0,2110	122,93
0,2120	121,93
0,2130	121,16
0,2140	120,21
0,2150	119,53
0,2160	118,59
0,2170	117,76
0,2180	117,07
0,2190	116,21
0,2200	115,57
0,2210	114,77
0,2220	113,96
0,2230	113,33
0,2240	112,52
0,2250	111,80
0,2260	111,15
0,2270	110,43
0,2280	109,79
0,2290	109,23
0,2300	108,53
0,2310	107,96
0,2320	107,29
0,2330	106,71
0,2340	106,20
0,2350	105,59
0,2360	105,02
0,2370	104,53
0,2380	104,02
0,2390	103,62
0,2400	103,05
0,2410	102,57
0,2420	102,14
0,2430	101,64
0,2440	101,23
0,2450	100,80
0,2460	100,43
0,2470	100,03
0,2480	99,60
0,2490	99,26
0,2500	98,90
0,2510	98,54
0,2520	98,23
0,2530	97,93
0,2540	97,61
0,2550	97,33
0,2560	97,00
0,2570	96,71
0,2580	96,47
0,2590	96,22
0,2600	95,92
0,2610	95,73
0,2620	95,45
0,2630	95,26
0,2640	95,07
0,2650	94,84
0,2660	94,67
0,2670	94,51
0,2680	94,36
0,2690	94,22
0,2700	94,08
0,2710	93,99
0,2720	93,84
0,2730	93,80
0,2740	93,67
0,2750	93,57
0,2760	93,51
0,2770	93,48
0,2780	93,39
0,2790	93,37
0,2800	93,27
0,2810	93,28
0,2820	93,22
0,2830	93,24
0,2840	93,22
0,2850	93,27
0,2860	93,28
0,2870	93,27
0,2880	93,32
0,2890	93,40
0,2900	93,40
0,2910	93,42
0,2920	93,48
0,2930	93,59
0,2940	93,70
0,2950	93,80
0,2960	93,88
0,2970	94,00
0,2980	94,12
0,2990	94,31
0,3000	94,47
0,3010	94,55
0,3020	94,75
0,3030	94,91
0,3040	95,09
0,3050	95,29
0,3060	95,48
0,3070	95,68
0,3080	95,90
0,3090	96,09
0,3100	96,35
0,3110	96,59
0,3120	96,85
0,3130	97,17
0,3140	97,33
0,3150	97,67
0,3160	97,92
0,3170	98,25
0,3180	98,56
0,3190	98,92
0,3200	99,20
0,3210	99,59
0,3220	99,89
0,3230	100,33
0,3240	100,70
0,3250	101,03
0,3260	101,49
0,3270	101,94
0,3280	102,31
0,3290	102,76
0,3300	103,20
0,3310	103,68
0,3320	104,14
0,3330	104,57
0,3340	105,15
0,3350	105,69
0,3360	106,12
0,3370	106,69
0,3380	107,24
0,3390	107,83
0,3400	108,49
0,3410	109,01
0,3420	109,66
0,3430	110,32
0,3440	110,86
0,3450	111,55
0,3460	112,30
0,3470	112,89
0,3480	113,64
0,3490	114,23
0,3500	114,99
0,3510	115,85
0,3520	116,46
0,3530	117,33
0,3540	118,10
0,3550	118,71
0,3560	119,54
0,3570	120,20
0,3580	121,06
0,3590	121,96
0,3600	122,75
0,3610	123,61
0,3620	124,52
0,3630	125,25
0,3640	126,25
0,3650	127,08
0,3660	128,02
0,3670	129,02
0,3680	129,86
0,3690	130,88
0,3700	131,92
0,3710	132,73
0,3720	133,76
0,3730	134,58
0,3740	135,74
0,3750	136,72
0,3760	137,61
0,3770	138,69
0,3780	139,78
0,3790	140,66
0,3800	141,74
0,3810	142,83
0,3820	143,73
0,3830	144,90
0,3840	145,92
0,3850	146,81
0,3860	147,90
0,3870	148,76
0,3880	149,88
0,3890	151,02
0,3900	151,83
0,3910	152,96
0,3920	154,07
0,3930	154,92
0,3940	156,00
0,3950	157,07
0,3960	157,87
0,3970	159,02
0,3980	159,99
0,3990	160,84
0,4000	161,84
0,4010	162,71
0,4020	163,64
0,4030	164,67
0,4040	165,52
0,4050	166,47
0,4060	167,44
0,4070	168,13
0,4080	169,11
0,4090	169,96
0,4100	170,79
0,4110	171,57
0,4120	172,50
0,4130	173,15
0,4140	173,99
0,4150	174,71
0,4160	175,46
0,4170	176,29
0,4180	176,86
0,4190	177,71
0,4200	178,38
0,4210	178,97
0,4220	179,67
0,4230	180,31
0,4240	180,87
0,4250	181,48
0,4260	182,12
0,4270	182,59
0,4280	183,14
0,4290	183,72
0,4300	184,15
0,4310	184,63
0,4320	185,04
0,4330	185,63
0,4340	186,03
0,4350	186,35
0,4360	186,83
0,4370	187,19
0,4380	187,47
0,4390	187,90
0,4400	188,18
0,4410	188,46
0,4420	188,81
0,4430	189,05
0,4440	189,27
0,4450	189,55
0,4460	189,80
0,4470	189,94
0,4480	190,23
0,4490	190,41
0,4500	190,48
0,4510	190,63
0,4520	190,71
0,4530	190,75
0,4540	190,86
0,4550	191,03
0,4560	190,95
0,4570	190,98
0,4580	190,99
0,4590	191,08
0,4600	190,98
0,4610	190,95
0,4620	190,92
0,4630	190,88
0,4640	190,69
0,4650	190,56
0,4660	190,33
0,4670	190,23
0,4680	190,00
0,4690	189,71
0,4700	189,49
0,4710	189,24
0,4720	189,00
0,4730	188,77
0,4740	188,46
0,4750	188,21
0,4760	187,93
0,4770	187,54
0,4780	187,18
0,4790	186,79
0,4800	186,39
0,4810	185,86
0,4820	185,52
0,4830	185,04
0,4840	184,53
0,4850	184,14
0,4860	183,58
0,4870	183,01
0,4880	182,52
0,4890	181,90
0,4900	181,46
0,4910	180,79
0,4920	180,21
0,4930	179,61
0,4940	178,88
0,4950	178,27
0,4960	177,61
0,4970	176,88
0,4980	176,08
0,4990	175,44
0,5000	174,71
0,5010	173,82
0,5020	173,18
0,5030	172,33
0,5040	171,67
0,5050	170,79
0,5060	169,78
0,5070	169,13
0,5080	168,16
0,5090	167,19
0,5100	166,43
0,5110	165,48
0,5120	164,53
0,5130	163,75
0,5140	162,77
0,5150	161,95
0,5160	160,93
0,5170	159,85
0,5180	159,05
0,5190	157,96
0,5200	156,96
0,5210	156,06
0,5220	154,89
0,5230	153,94
0,5240	152,93
0,5250	151,87
0,5260	150,73
0,5270	149,95
0,5280	148,81
0,5290	147,85
0,5300	146,73
0,5310	145,66
0,5320	144,79
0,5330	143,72
0,5340	142,60
0,5350	141,70
0,5360	140,60
0,5370	139,46
0,5380	138,60
0,5390	137,39
0,5400	136,27
0,5410	135,39
0,5420	134,33
0,5430	133,44
0,5440	132,36
0,5450	131,26
0,5460	130,48
0,5470	129,39
0,5480	128,36
0,5490	127,47
0,5500	126,51
0,5510	125,67
0,5520	124,74
0,5530	123,73
0,5540	122,94
0,5550	122,03
0,5560	121,15
0,5570	120,40
0,5580	119,49
0,5590	118,76
0,5600	117,87
0,5610	116,96
0,5620	116,35
0,5630	115,51
0,5640	114,68
0,5650	114,14
0,5660	113,31
0,5670	112,71
0,5680	111,87
0,5690	111,15
0,5700	110,60
0,5710	109,87
0,5720	109,20
0,5730	108,61
0,5740	107,97
0,5750	107,34
0,5760	106,82
0,5770	106,21
0,5780	105,65
0,5790	105,13
0,5800	104,50
0,5810	104,10
0,5820	103,57
0,5830	103,02
0,5840	102,65
0,5850	102,15
0,5860	101,65
0,5870	101,24
0,5880	100,81
0,5890	100,36
0,5900	99,95
0,5910	99,53
0,5920	99,21
0,5930	98,78
0,5940	98,49
0,5950	98,20
0,5960	97,80
0,5970	97,55
0,5980	97,19
0,5990	96,96
0,6000	96,70
0,6010	96,43
0,6020	96,17
0,6030	95,89
0,6040	95,59
0,6050	95,38
0,6060	95,16
0,6070	94,96
0,6080	94,76
0,6090	94,58
0,6100	94,44
0,6110	94,22
0,6120	94,05
0,6130	93,94
0,6140	93,80
0,6150	93,67
0,6160	93,58
0,6170	93,48
0,6180	93,39
0,6190	93,33
0,6200	93,26
0,6210	93,21
0,6220	93,16
0,6230	93,08
0,6240	93,06
0,6250	93,08
0,6260	93,08
0,6270	93,09
0,6280	93,08
0,6290	93,14
0,6300	93,13
0,6310	93,17
0,6320	93,23
0,6330	93,26
0,6340	93,35
0,6350	93,45
0,6360	93,50
0,6370	93,59
0,6380	93,71
0,6390	93,80
0,6400	93,92
0,6410	94,03
0,6420	94,19
0,6430	94,33
0,6440	94,48
0,6450	94,64
0,6460	94,82
0,6470	95,06
0,6480	95,19
0,6490	95,47
0,6500	95,65
0,6510	95,80
0,6520	96,08
0,6530	96,26
0,6540	96,54
0,6550	96,78
0,6560	97,03
0,6570	97,33
0,6580	97,62
0,6590	97,85
0,6600	98,16
0,6610	98,45
0,6620	98,80
0,6630	99,15
0,6640	99,43
0,6650	99,82
0,6660	100,26
0,6670	100,55
0,6680	100,98
0,6690	101,35
0,6700	101,78
0,6710	102,25
0,6720	102,60
0,6730	103,13
0,6740	103,59
0,6750	103,99
0,6760	104,53
0,6770	104,99
0,6780	105,55
0,6790	106,07
0,6800	106,52
0,6810	107,10
0,6820	107,74
0,6830	108,22
0,6840	108,91
0,6850	109,56
0,6860	110,11
0,6870	110,81
0,6880	111,34
0,6890	112,04
0,6900	112,80
0,6910	113,36
0,6920	114,14
0,6930	114,96
0,6940	115,53
0,6950	116,35
0,6960	117,01
0,6970	117,78
0,6980	118,63
0,6990	119,27
0,7000	120,12
0,7010	120,98
0,7020	121,70
0,7030	122,52
0,7040	123,31
0,7050	124,22
0,7060	125,10
0,7070	125,89
0,7080	126,90
0,7090	127,84
0,7100	128,63
0,7110	129,70
0,7120	130,47
0,7130	131,46
0,7140	132,57
0,7150	133,34
0,7160	134,45
0,7170	135,52
0,7180	136,37
0,7190	137,47
0,7200	138,29
0,7210	139,37
0,7220	140,39
0,7230	141,28
0,7240	142,46
0,7250	143,52
0,7260	144,42
0,7270	145,52
0,7280	146,57
0,7290	147,49
0,7300	148,59
0,7310	149,63
0,7320	150,54
0,7330	151,63
0,7340	152,72
0,7350	153,59
0,7360	154,63
0,7370	155,58
0,7380	156,58
0,7390	157,69
0,7400	158,52
0,7410	159,56
0,7420	160,56
0,7430	161,45
0,7440	162,40
0,7450	163,45
0,7460	164,25
0,7470	165,19
0,7480	166,26
0,7490	166,99
0,7500	167,95
0,7510	168,65
0,7520	169,59
0,7530	170,57
0,7540	171,20
0,7550	172,09
0,7560	172,94
0,7570	173,59
0,7580	174,43
0,7590	175,30
0,7600	175,84
0,7610	176,60
0,7620	177,44
0,7630	178,04
0,7640	178,80
0,7650	179,30
0,7660	180,01
0,7670	180,62
0,7680	181,21
0,7690	181,79
0,7700	182,38
0,7710	182,91
0,7720	183,45
0,7730	184,00
0,7740	184,40
0,7750	185,01
0,7760	185,44
0,7770	185,81
0,7780	186,23
0,7790	186,70
0,7800	187,03
0,7810	187,34
0,7820	187,72
0,7830	187,97
0,7840	188,30
0,7850	188,58
0,7860	188,90
0,7870	189,15
0,7880	189,31
0,7890	189,53
0,7900	189,78
0,7910	189,95
0,7920	190,18
0,7930	190,30
0,7940	190,36
0,7950	190,56
0,7960	190,71
0,7970	190,68
0,7980	190,77
0,7990	190,81
0,8000	190,91
0,8010	190,88
0,8020	190,83
0,8030	190,90
0,8040	190,86
0,8050	190,88
0,8060	190,67
0,8070	190,58
0,8080	190,44
0,8090	190,23
0,8100	190,14
0,8110	189,98
0,8120	189,76
0,8130	189,57
0,8140	189,25
0,8150	188,93
0,8160	188,84
0,8170	188,66
0,8180	188,26
0,8190	188,00
0,8200	187,70
0,8210	187,33
0,8220	186,95
0,8230	186,54
0,8240	186,15
0,8250	185,70
0,8260	185,32
0,8270	184,90
0,8280	184,31
0,8290	183,73
0,8300	183,40
0,8310	182,72
0,8320	182,32
0,8330	181,72
0,8340	181,13
0,8350	180,59
0,8360	179,92
0,8370	179,30
0,8380	178,75
0,8390	178,08
0,8400	177,36
0,8410	176,70
0,8420	175,97
0,8430	175,41
0,8440	174,50
0,8450	173,75
0,8460	173,06
0,8470	172,12
0,8480	171,31
0,8490	170,59
0,8500	169,63
0,8510	168,72
0,8520	167,96
0,8530	167,05
0,8540	166,15
0,8550	165,28
0,8560	164,28
0,8570	163,56
0,8580	162,54
0,8590	161,51
0,8600	160,70
0,8610	159,70
0,8620	158,55
0,8630	157,68
0,8640	156,71
0,8650	155,56
0,8660	154,79
0,8670	153,59
0,8680	152,52
0,8690	151,51
0,8700	150,43
0,8710	149,41
0,8720	148,50
0,8730	147,42
0,8740	146,41
0,8750	145,34
0,8760	144,19
0,8770	143,27
0,8780	142,12
0,8790	141,02
0,8800	140,18
0,8810	139,09
0,8820	137,92
0,8830	137,12
0,8840	136,00
0,8850	134,90
0,8860	134,04
0,8870	133,00
0,8880	132,10
0,8890	130,98
0,8900	129,96
0,8910	129,16
0,8920	128,07
0,8930	127,06
0,8940	126,29
0,8950	125,28
0,8960	124,49
0,8970	123,56
0,8980	122,61
0,8990	121,87
0,9000	120,88
0,9010	120,17
0,9020	119,33
0,9030	118,37
0,9040	117,72
0,9050	116,84
0,9060	115,99
0,9070	115,35
0,9080	114,49
0,9090	113,77
0,9100	113,15
0,9110	112,32
0,9120	111,76
0,9130	110,95
0,9140	110,26
0,9150	109,70
0,9160	109,10
0,9170	108,35
0,9180	107,82
0,9190	107,16
0,9200	106,71
0,9210	106,08
0,9220	105,45
0,9230	104,92
0,9240	104,39
0,9250	103,81
0,9260	103,43
0,9270	102,92
0,9280	102,41
0,9290	102,01
0,9300	101,54
0,9310	101,15
0,9320	100,67
0,9330	100,24
0,9340	99,91
0,9350	99,53
0,9360	99,14
0,9370	98,85
0,9380	98,47
0,9390	98,24
0,9400	97,88
0,9410	97,58
0,9420	97,27
0,9430	96,94
0,9440	96,69
0,9450	96,43
0,9460	96,19
0,9470	95,93
0,9480	95,66
0,9490	95,45
0,9500	95,29
0,9510	95,06
0,9520	94,85
0,9530	94,70
0,9540	94,52
0,9550	94,44
0,9560	94,28
0,9570	94,14
0,9580	94,06
0,9590	93,92
0,9600	93,84
0,9610	93,73
0,9620	93,66
0,9630	93,56
0,9640	93,49
0,9650	93,42
0,9660	93,36
0,9670	93,29
0,9680	93,33
0,9690	93,26
0,9700	93,28
0,9710	93,26
0,9720	93,28
0,9730	93,26
0,9740	93,32
0,9750	93,42
0,9760	93,41
0,9770	93,48
0,9780	93,55
0,9790	93,59
0,9800	93,73
0,9810	93,80
0,9820	93,89
0,9830	93,97
0,9840	94,06
0,9850	94,20
0,9860	94,39
0,9870	94,48
0,9880	94,66
0,9890	94,82
0,9900	94,97
0,9910	95,16
0,9920	95,38
0,9930	95,54
0,9940	95,75
0,9950	96,02
0,9960	96,18
0,9970	96,43
0,9980	96,63
0,9990	96,95
1,0000	97,18
1,0010	97,42
1,0020	97,71
1,0030	98,02
1,0040	98,25
1,0050	98,61
1,0060	98,97
1,0070	99,25
1,0080	99,66
1,0090	99,96
1,0100	100,32
1,0110	100,75
1,0120	101,10
1,0130	101,50
1,0140	101,90
1,0150	102,30
1,0160	102,81
1,0170	103,16
1,0180	103,72
1,0190	104,18
1,0200	104,63
1,0210	105,14
1,0220	105,56
1,0230	106,17
1,0240	106,73
1,0250	107,26
1,0260	107,82
1,0270	108,47
1,0280	109,00
1,0290	109,63
1,0300	110,31
1,0310	110,88
1,0320	111,58
1,0330	112,18
1,0340	112,92
1,0350	113,65
1,0360	114,33
1,0370	115,05
1,0380	115,83
1,0390	116,50
1,0400	117,30
1,0410	117,93
1,0420	118,74
1,0430	119,57
1,0440	120,24
1,0450	121,09
1,0460	122,02
1,0470	122,78
1,0480	123,65
1,0490	124,40
1,0500	125,34
1,0510	126,26
1,0520	127,10
1,0530	128,06
1,0540	129,08
1,0550	129,84
1,0560	130,94
1,0570	131,75
1,0580	132,75
1,0590	133,79
1,0600	134,61
1,0610	135,72
1,0620	136,72
1,0630	137,64
1,0640	138,70
1,0650	139,80
1,0660	140,64
1,0670	141,76
1,0680	142,83
1,0690	143,68
1,0700	144,81
1,0710	145,98
1,0720	146,73
1,0730	147,84
1,0740	148,74
1,0750	149,79
1,0760	150,99
1,0770	151,87
1,0780	152,91
1,0790	154,04
1,0800	154,79
1,0810	155,92
1,0820	157,06
1,0830	157,91
1,0840	158,93
1,0850	159,94
1,0860	160,79
1,0870	161,83
1,0880	162,71
1,0890	163,66
1,0900	164,68
1,0910	165,41
1,0920	166,34
1,0930	167,38
1,0940	168,17
1,0950	169,00
1,0960	169,89
1,0970	170,64
1,0980	171,49
1,0990	172,25
1,1000	173,15
1,1010	173,91
1,1020	174,55
1,1030	175,34
1,1040	176,15
1,1050	176,76
1,1060	177,57
1,1070	178,32
1,1080	178,81
1,1090	179,60
1,1100	180,25
1,1110	180,77
1,1120	181,41
1,1130	181,86
1,1140	182,50
1,1150	182,99
1,1160	183,58
1,1170	184,06
1,1180	184,65
1,1190	184,93
1,1200	185,62
1,1210	185,97
1,1220	186,40
1,1230	186,72
1,1240	187,07
1,1250	187,51
1,1260	187,78
1,1270	188,06
1,1280	188,34
1,1290	188,70
1,1300	189,01
1,1310	189,27
1,1320	189,52
1,1330	189,70
1,1340	189,98
1,1350	190,07
1,1360	190,24
1,1370	190,38
1,1380	190,49
1,1390	190,56
1,1400	190,61
1,1410	190,81
1,1420	190,79
1,1430	190,86
1,1440	190,83
1,1450	190,81
1,1460	190,81
1,1470	190,79
1,1480	190,88
1,1490	190,86
1,1500	190,63
1,1510	190,60
1,1520	190,43
1,1530	190,24
1,1540	190,18
1,1550	189,96
1,1560	189,71
1,1570	189,45
1,1580	189,22
1,1590	188,90
1,1600	188,71
1,1610	188,43
1,1620	188,18
1,1630	187,79
1,1640	187,43
1,1650	187,07
1,1660	186,80
1,1670	186,38
1,1680	186,00
1,1690	185,59
1,1700	185,12
1,1710	184,74
1,1720	184,20
1,1730	183,54
1,1740	183,17
1,1750	182,58
1,1760	181,88
1,1770	181,35
1,1780	180,81
1,1790	180,11
1,1800	179,55
1,1810	179,01
1,1820	178,20
1,1830	177,71
1,1840	176,99
1,1850	176,42
1,1860	175,62
1,1870	174,80
1,1880	174,23
1,1890	173,37
1,1900	172,50
1,1910	171,81
1,1920	170,85
1,1930	170,04
1,1940	169,34
1,1950	168,38
1,1960	167,41
1,1970	166,77
1,1980	165,65
1,1990	164,93
1,2000	163,96
1,2010	162,89
1,2020	162,21
1,2030	161,08
1,2040	160,09
1,2050	159,22
1,2060	158,23
1,2070	157,12
1,2080	156,22
1,2090	155,23
1,2100	154,33
1,2110	153,15
1,2120	152,11
1,2130	151,28
1,2140	150,09
1,2150	149,06
1,2160	148,19
1,2170	147,07
1,2180	145,92
1,2190	145,08
1,2200	143,90
1,2210	142,88
1,2220	141,93
1,2230	140,76
1,2240	139,74
1,2250	138,83
1,2260	137,71
1,2270	136,72
1,2280	135,71
1,2290	134,59
1,2300	133,67
1,2310	132,67
1,2320	131,55
1,2330	130,73
1,2340	129,64
1,2350	128,62
1,2360	127,80
1,2370	126,84
1,2380	126,10
1,2390	125,03
1,2400	123,99
1,2410	123,34
1,2420	122,31
1,2430	121,44
1,2440	120,63
1,2450	119,79
1,2460	119,04
1,2470	118,08
1,2480	117,26
1,2490	116,60
1,2500	115,76
1,2510	114,91
1,2520	114,41
1,2530	113,59
1,2540	112,96
1,2550	112,13
1,2560	111,41
1,2570	110,80
1,2580	110,10
1,2590	109,41
1,2600	108,90
1,2610	108,25
1,2620	107,72
1,2630	106,97
1,2640	106,41
1,2650	105,95
1,2660	105,32
1,2670	104,76
1,2680	104,27
1,2690	103,78
1,2700	103,34
1,2710	102,82
1,2720	102,27
1,2730	101,88
1,2740	101,38
1,2750	100,95
1,2760	100,57
1,2770	100,17
1,2780	99,82
1,2790	99,41
1,2800	99,03
1,2810	98,69
1,2820	98,42
1,2830	97,99
1,2840	97,76
1,2850	97,45
1,2860	97,16
1,2870	96,85
1,2880	96,49
1,2890	96,32
1,2900	95,99
1,2910	95,76
1,2920	95,48
1,2930	95,24
1,2940	95,07
1,2950	94,91
1,2960	94,66
1,2970	94,53
1,2980	94,36
1,2990	94,14
1,3000	94,04
1,3010	93,90
1,3020	93,79
1,3030	93,71
1,3040	93,63
1,3050	93,45
1,3060	93,39
1,3070	93,29
1,3080	93,25
1,3090	93,18
1,3100	93,12
1,3110	93,07
1,3120	93,06
1,3130	93,05
1,3140	93,10
1,3150	93,06
1,3160	93,10
1,3170	93,06
1,3180	93,10
1,3190	93,13
1,3200	93,16
1,3210	93,21
1,3220	93,27
1,3230	93,34
1,3240	93,47
1,3250	93,52
1,3260	93,67
1,3270	93,76
1,3280	93,89
1,3290	94,00
1,3300	94,14
1,3310	94,33
1,3320	94,43
1,3330	94,66
1,3340	94,81
1,3350	94,97
1,3360	95,23
1,3370	95,40
1,3380	95,59
1,3390	95,81
1,3400	95,99
1,3410	96,29
1,3420	96,57
1,3430	96,75
1,3440	97,07
1,3450	97,35
1,3460	97,55
1,3470	97,87
1,3480	98,11
1,3490	98,52
1,3500	98,84
1,3510	99,15
1,3520	99,48
1,3530	99,89
1,3540	100,22
1,3550	100,63
1,3560	101,00
1,3570	101,42
1,3580	101,85
1,3590	102,26
1,3600	102,67
1,3610	103,18
1,3620	103,62
1,3630	104,09
1,3640	104,53
1,3650	105,05
1,3660	105,65
1,3670	106,07
1,3680	106,70
1,3690	107,24
1,3700	107,84
1,3710	108,48
1,3720	108,94
1,3730	109,59
1,3740	110,32
1,3750	110,83
1,3760	111,57
1,3770	112,28
1,3780	112,93
1,3790	113,61
1,3800	114,24
1,3810	115,07
1,3820	115,79
1,3830	116,44
1,3840	117,26
1,3850	118,08
1,3860	118,75
1,3870	119,65
1,3880	120,28
1,3890	121,13
1,3900	122,05
1,3910	122,74
1,3920	123,68
1,3930	124,57
1,3940	125,36
1,3950	126,24
1,3960	127,07
1,3970	128,07
1,3980	129,13
1,3990	129,95
1,4000	130,90
1,4010	131,96
1,4020	132,75
1,4030	133,82
1,4040	134,66
1,4050	135,72
1,4060	136,83
1,4070	137,61
1,4080	138,74
1,4090	139,84
1,4100	140,69
1,4110	141,76
1,4120	142,89
1,4130	143,74
1,4140	144,88
1,4150	145,98
1,4160	146,81
1,4170	147,98
1,4180	149,02
1,4190	149,90
1,4200	150,99
1,4210	151,92
1,4220	153,02
1,4230	154,04
1,4240	154,88
1,4250	155,95
1,4260	157,07
1,4270	157,94
1,4280	158,97
1,4290	160,01
1,4300	160,79
1,4310	161,91
1,4320	162,85
1,4330	163,70
1,4340	164,63
1,4350	165,50
1,4360	166,38
1,4370	167,39
1,4380	168,15
1,4390	169,07
1,4400	169,99
1,4410	170,75
1,4420	171,63
1,4430	172,54
1,4440	173,13
1,4450	174,01
1,4460	174,79
1,4470	175,48
1,4480	176,20
1,4490	176,82
1,4500	177,54
1,4510	178,30
1,4520	178,88
1,4530	179,48
1,4540	180,23
1,4550	180,76
1,4560	181,36
1,4570	182,04
1,4580	182,52
1,4590	183,13
1,4600	183,67
1,4610	184,09
1,4620	184,67
1,4630	184,99
1,4640	185,48
1,4650	185,90
1,4660	186,26
1,4670	186,75
1,4680	187,12
1,4690	187,50
1,4700	187,73
1,4710	188,09
1,4720	188,37
1,4730	188,71
1,4740	188,91
1,4750	189,26
1,4760	189,49
1,4770	189,68
1,4780	189,93
1,4790	190,07
1,4800	190,14
1,4810	190,35
1,4820	190,55
1,4830	190,63
1,4840	190,73
1,4850	190,82
1,4860	190,89
1,4870	190,92
1,4880	190,98
1,4890	190,92
1,4900	190,98
1,4910	190,87
1,4920	190,90
1,4930	190,72
1,4940	190,71
1,4950	190,54
1,4960	190,36
1,4970	190,25
1,4980	190,11
1,4990	189,88
1,5000	189,66
1,5010	189,51
1,5020	189,24
1,5030	188,99
1,5040	188,65
1,5050	188,39
1,5060	188,17
1,5070	187,87
1,5080	187,51
1,5090	187,14
1,5100	186,75
1,5110	186,44
1,5120	185,99
1,5130	185,58
1,5140	185,01
1,5150	184,60
1,5160	184,14
1,5170	183,57
1,5180	183,00
1,5190	182,53
1,5200	181,97
1,5210	181,30
1,5220	180,88
1,5230	180,22
1,5240	179,52
1,5250	178,92
1,5260	178,27
1,5270	177,70
1,5280	176,95
1,5290	176,14
1,5300	175,52
1,5310	174,67
1,5320	173,89
1,5330	173,20
1,5340	172,36
1,5350	171,51
1,5360	170,92
1,5370	170,01
1,5380	169,07
1,5390	168,33
1,5400	167,36
1,5410	166,64
1,5420	165,67
1,5430	164,68
1,5440	163,96
