Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	-0,652
0,0010	-0,675
0,0020	-0,702
0,0030	-0,729
0,0040	-0,756
0,0050	-0,782
0,0060	-0,809
0,0070	-0,836
0,0080	-0,864
0,0090	-0,891
0,0100	-0,917
0,0110	-0,944
0,0120	-0,972
0,0130	-0,999
0,0140	-1,026
0,0150	-1,052
0,0160	-1,079
0,0170	-1,104
0,0180	-1,131
0,0190	-1,158
0,0200	-1,184
0,0210	-1,210
0,0220	-1,235
0,0230	-1,260
0,0240	-1,285
0,0250	-1,310
0,0260	-1,334
0,0270	-1,357
0,0280	-1,381
0,0290	-1,404
0,0300	-1,426
0,0310	-1,448
0,0320	-1,470
0,0330	-1,492
0,0340	-1,513
0,0350	-1,533
0,0360	-1,552
0,0370	-1,571
0,0380	-1,590
0,0390	-1,608
0,0400	-1,627
0,0410	-1,645
0,0420	-1,660
0,0430	-1,676
0,0440	-1,692
0,0450	-1,706
0,0460	-1,722
0,0470	-1,734
0,0480	-1,747
0,0490	-1,759
0,0500	-1,770
0,0510	-1,781
0,0520	-1,791
0,0530	-1,800
0,0540	-1,810
0,0550	-1,819
0,0560	-1,825
0,0570	-1,832
0,0580	-1,838
0,0590	-1,843
0,0600	-1,849
0,0610	-1,852
0,0620	-1,857
0,0630	-1,860
0,0640	-1,861
0,0650	-1,863
0,0660	-1,863
0,0670	-1,863
0,0680	-1,863
0,0690	-1,861
0,0700	-1,860
0,0710	-1,858
0,0720	-1,855
0,0730	-1,852
0,0740	-1,847
0,0750	-1,843
0,0760	-1,836
0,0770	-1,828
0,0780	-1,821
0,0790	-1,813
0,0800	-1,805
0,0810	-1,795
0,0820	-1,786
0,0830	-1,775
0,0840	-1,764
0,0850	-1,751
0,0860	-1,739
0,0870	-1,725
0,0880	-1,711
0,0890	-1,696
0,0900	-1,681
0,0910	-1,665
0,0920	-1,649
0,0930	-1,634
0,0940	-1,616
0,0950	-1,599
0,0960	-1,579
0,0970	-1,560
0,0980	-1,541
0,0990	-1,521
0,1000	-1,502
0,1010	-1,480
0,1020	-1,459
0,1030	-1,437
0,1040	-1,415
0,1050	-1,392
0,1060	-1,368
0,1070	-1,345
0,1080	-1,321
0,1090	-1,297
0,1100	-1,274
0,1110	-1,250
0,1120	-1,225
0,1130	-1,200
0,1140	-1,173
0,1150	-1,148
0,1160	-1,122
0,1170	-1,095
0,1180	-1,070
0,1190	-1,043
0,1200	-1,016
0,1210	-0,990
0,1220	-0,963
0,1230	-0,936
0,1240	-0,908
0,1250	-0,881
0,1260	-0,856
0,1270	-0,829
0,1280	-0,803
0,1290	-0,776
0,1300	-0,749
0,1310	-0,723
0,1320	-0,696
0,1330	-0,669
0,1340	-0,644
0,1350	-0,617
0,1360	-0,592
0,1370	-0,565
0,1380	-0,540
0,1390	-0,517
0,1400	-0,492
0,1410	-0,468
0,1420	-0,443
0,1430	-0,419
0,1440	-0,396
0,1450	-0,374
0,1460	-0,350
0,1470	-0,328
0,1480	-0,306
0,1490	-0,286
0,1500	-0,265
0,1510	-0,245
0,1520	-0,225
0,1530	-0,204
0,1540	-0,185
0,1550	-0,167
0,1560	-0,148
0,1570	-0,130
0,1580	-0,115
0,1590	-0,097
0,1600	-0,082
0,1610	-0,066
0,1620	-0,052
0,1630	-0,038
0,1640	-0,024
0,1650	-0,009
0,1660	0,003
0,1670	0,014
0,1680	0,027
0,1690	0,038
0,1700	0,047
0,1710	0,058
0,1720	0,068
0,1730	0,075
0,1740	0,085
0,1750	0,093
0,1760	0,099
0,1770	0,105
0,1780	0,112
0,1790	0,116
0,1800	0,121
0,1810	0,126
0,1820	0,129
0,1830	0,132
0,1840	0,135
0,1850	0,137
0,1860	0,138
0,1870	0,140
0,1880	0,140
0,1890	0,141
0,1900	0,140
0,1910	0,138
0,1920	0,137
0,1930	0,135
0,1940	0,132
0,1950	0,129
0,1960	0,124
0,1970	0,119
0,1980	0,115
0,1990	0,108
0,2000	0,104
0,2010	0,097
0,2020	0,090
0,2030	0,082
0,2040	0,072
0,2050	0,063
0,2060	0,053
0,2070	0,044
0,2080	0,033
0,2090	0,022
0,2100	0,009
0,2110	-0,003
0,2120	-0,017
0,2130	-0,030
0,2140	-0,044
0,2150	-0,060
0,2160	-0,074
0,2170	-0,090
0,2180	-0,107
0,2190	-0,123
0,2200	-0,140
0,2210	-0,159
0,2220	-0,176
0,2230	-0,195
0,2240	-0,215
0,2250	-0,236
0,2260	-0,256
0,2270	-0,276
0,2280	-0,297
0,2290	-0,319
0,2300	-0,341
0,2310	-0,363
0,2320	-0,385
0,2330	-0,408
0,2340	-0,432
0,2350	-0,457
0,2360	-0,481
0,2370	-0,506
0,2380	-0,531
0,2390	-0,556
0,2400	-0,581
0,2410	-0,606
0,2420	-0,631
0,2430	-0,658
0,2440	-0,685
0,2450	-0,712
0,2460	-0,737
0,2470	-0,765
0,2480	-0,792
0,2490	-0,818
0,2500	-0,845
0,2510	-0,872
0,2520	-0,898
0,2530	-0,927
0,2540	-0,953
0,2550	-0,980
0,2560	-1,007
0,2570	-1,034
0,2580	-1,060
0,2590	-1,087
0,2600	-1,114
0,2610	-1,140
0,2620	-1,167
0,2630	-1,192
0,2640	-1,219
0,2650	-1,244
0,2660	-1,269
0,2670	-1,293
0,2680	-1,318
0,2690	-1,341
0,2700	-1,365
0,2710	-1,389
0,2720	-1,412
0,2730	-1,434
0,2740	-1,456
0,2750	-1,478
0,2760	-1,500
0,2770	-1,521
0,2780	-1,539
0,2790	-1,558
0,2800	-1,579
0,2810	-1,598
0,2820	-1,615
0,2830	-1,634
0,2840	-1,649
0,2850	-1,667
0,2860	-1,681
0,2870	-1,696
0,2880	-1,712
0,2890	-1,726
0,2900	-1,739
0,2910	-1,751
0,2920	-1,762
0,2930	-1,773
0,2940	-1,784
0,2950	-1,794
0,2960	-1,805
0,2970	-1,813
0,2980	-1,821
0,2990	-1,828
0,3000	-1,835
0,3010	-1,839
0,3020	-1,846
0,3030	-1,850
0,3040	-1,854
0,3050	-1,858
0,3060	-1,860
0,3070	-1,861
0,3080	-1,863
0,3090	-1,863
0,3100	-1,863
0,3110	-1,863
0,3120	-1,861
0,3130	-1,860
0,3140	-1,857
0,3150	-1,854
0,3160	-1,850
0,3170	-1,846
0,3180	-1,841
0,3190	-1,833
0,3200	-1,827
0,3210	-1,819
0,3220	-1,811
0,3230	-1,802
0,3240	-1,792
0,3250	-1,783
0,3260	-1,772
0,3270	-1,761
0,3280	-1,748
0,3290	-1,734
0,3300	-1,722
0,3310	-1,707
0,3320	-1,692
0,3330	-1,676
0,3340	-1,660
0,3350	-1,645
0,3360	-1,629
0,3370	-1,612
0,3380	-1,593
0,3390	-1,574
0,3400	-1,554
0,3410	-1,535
0,3420	-1,514
0,3430	-1,495
0,3440	-1,473
0,3450	-1,453
0,3460	-1,431
0,3470	-1,407
0,3480	-1,385
0,3490	-1,362
0,3500	-1,337
0,3510	-1,313
0,3520	-1,290
0,3530	-1,266
0,3540	-1,243
0,3550	-1,217
0,3560	-1,192
0,3570	-1,166
0,3580	-1,139
0,3590	-1,114
0,3600	-1,087
0,3610	-1,062
0,3620	-1,035
0,3630	-1,008
0,3640	-0,982
0,3650	-0,955
0,3660	-0,927
0,3670	-0,900
0,3680	-0,873
0,3690	-0,847
0,3700	-0,820
0,3710	-0,793
0,3720	-0,767
0,3730	-0,740
0,3740	-0,713
0,3750	-0,688
0,3760	-0,661
0,3770	-0,636
0,3780	-0,609
0,3790	-0,584
0,3800	-0,558
0,3810	-0,534
0,3820	-0,509
0,3830	-0,485
0,3840	-0,460
0,3850	-0,437
0,3860	-0,413
0,3870	-0,390
0,3880	-0,366
0,3890	-0,344
0,3900	-0,322
0,3910	-0,300
0,3920	-0,280
0,3930	-0,259
0,3940	-0,239
0,3950	-0,218
0,3960	-0,199
0,3970	-0,179
0,3980	-0,160
0,3990	-0,143
0,4000	-0,126
0,4010	-0,110
0,4020	-0,094
0,4030	-0,077
0,4040	-0,063
0,4050	-0,047
0,4060	-0,033
0,4070	-0,019
0,4080	-0,006
0,4090	0,006
0,4100	0,017
0,4110	0,030
0,4120	0,041
0,4130	0,050
0,4140	0,060
0,4150	0,069
0,4160	0,079
0,4170	0,086
0,4180	0,094
0,4190	0,101
0,4200	0,107
0,4210	0,113
0,4220	0,118
0,4230	0,123
0,4240	0,127
0,4250	0,130
0,4260	0,134
0,4270	0,135
0,4280	0,138
0,4290	0,140
0,4300	0,140
0,4310	0,140
0,4320	0,140
0,4330	0,140
0,4340	0,138
0,4350	0,137
0,4360	0,135
0,4370	0,132
0,4380	0,127
0,4390	0,124
0,4400	0,118
0,4410	0,113
0,4420	0,107
0,4430	0,102
0,4440	0,096
0,4450	0,088
0,4460	0,080
0,4470	0,071
0,4480	0,061
0,4490	0,050
0,4500	0,041
0,4510	0,030
0,4520	0,019
0,4530	0,006
0,4540	-0,006
0,4550	-0,020
0,4560	-0,035
0,4570	-0,049
0,4580	-0,063
0,4590	-0,079
0,4600	-0,094
0,4610	-0,110
0,4620	-0,127
0,4630	-0,145
0,4640	-0,162
0,4650	-0,181
0,4660	-0,199
0,4670	-0,220
0,4680	-0,240
0,4690	-0,261
0,4700	-0,281
0,4710	-0,302
0,4720	-0,324
0,4730	-0,346
0,4740	-0,368
0,4750	-0,390
0,4760	-0,413
0,4770	-0,438
0,4780	-0,462
0,4790	-0,487
0,4800	-0,511
0,4810	-0,536
0,4820	-0,561
0,4830	-0,586
0,4840	-0,613
0,4850	-0,638
0,4860	-0,664
0,4870	-0,690
0,4880	-0,716
0,4890	-0,743
0,4900	-0,770
0,4910	-0,798
0,4920	-0,825
0,4930	-0,851
0,4940	-0,878
0,4950	-0,905
0,4960	-0,931
0,4970	-0,960
0,4980	-0,986
0,4990	-1,013
0,5000	-1,040
0,5010	-1,067
0,5020	-1,093
0,5030	-1,120
0,5040	-1,145
0,5050	-1,172
0,5060	-1,197
0,5070	-1,224
0,5080	-1,249
0,5090	-1,274
0,5100	-1,297
0,5110	-1,323
0,5120	-1,346
0,5130	-1,370
0,5140	-1,393
0,5150	-1,415
0,5160	-1,437
0,5170	-1,461
0,5180	-1,483
0,5190	-1,503
0,5200	-1,524
0,5210	-1,543
0,5220	-1,563
0,5230	-1,582
0,5240	-1,601
0,5250	-1,618
0,5260	-1,635
0,5270	-1,652
0,5280	-1,668
0,5290	-1,684
0,5300	-1,700
0,5310	-1,714
0,5320	-1,728
0,5330	-1,742
0,5340	-1,753
0,5350	-1,766
0,5360	-1,775
0,5370	-1,786
0,5380	-1,795
0,5390	-1,806
0,5400	-1,814
0,5410	-1,822
0,5420	-1,828
0,5430	-1,835
0,5440	-1,841
0,5450	-1,846
0,5460	-1,850
0,5470	-1,855
0,5480	-1,858
0,5490	-1,860
0,5500	-1,861
0,5510	-1,863
0,5520	-1,863
0,5530	-1,863
0,5540	-1,863
0,5550	-1,861
0,5560	-1,860
0,5570	-1,857
0,5580	-1,854
0,5590	-1,850
0,5600	-1,846
0,5610	-1,839
0,5620	-1,833
0,5630	-1,825
0,5640	-1,817
0,5650	-1,810
0,5660	-1,800
0,5670	-1,791
0,5680	-1,781
0,5690	-1,770
0,5700	-1,759
0,5710	-1,747
0,5720	-1,733
0,5730	-1,718
0,5740	-1,704
0,5750	-1,690
0,5760	-1,674
0,5770	-1,659
0,5780	-1,643
0,5790	-1,626
0,5800	-1,608
0,5810	-1,590
0,5820	-1,571
0,5830	-1,552
0,5840	-1,532
0,5850	-1,513
0,5860	-1,492
0,5870	-1,472
0,5880	-1,450
0,5890	-1,428
0,5900	-1,406
0,5910	-1,382
0,5920	-1,359
0,5930	-1,335
0,5940	-1,312
0,5950	-1,288
0,5960	-1,264
0,5970	-1,239
0,5980	-1,214
0,5990	-1,189
0,6000	-1,162
0,6010	-1,137
0,6020	-1,111
0,6030	-1,085
0,6040	-1,059
0,6050	-1,032
0,6060	-1,005
0,6070	-0,979
0,6080	-0,952
0,6090	-0,925
0,6100	-0,898
0,6110	-0,872
0,6120	-0,845
0,6130	-0,818
0,6140	-0,792
0,6150	-0,765
0,6160	-0,738
0,6170	-0,712
0,6180	-0,685
0,6190	-0,660
0,6200	-0,633
0,6210	-0,608
0,6220	-0,581
0,6230	-0,556
0,6240	-0,531
0,6250	-0,507
0,6260	-0,482
0,6270	-0,459
0,6280	-0,435
0,6290	-0,410
0,6300	-0,388
0,6310	-0,364
0,6320	-0,342
0,6330	-0,320
0,6340	-0,298
0,6350	-0,278
0,6360	-0,258
0,6370	-0,237
0,6380	-0,217
0,6390	-0,198
0,6400	-0,179
0,6410	-0,160
0,6420	-0,141
0,6430	-0,126
0,6440	-0,108
0,6450	-0,093
0,6460	-0,077
