Winkelposition, Messreihe #4
Zeit ( s )	Winkelposition ( rad )
0,0000	-0,113
0,0010	-0,123
0,0020	-0,134
0,0030	-0,145
0,0040	-0,157
0,0050	-0,168
0,0060	-0,181
0,0070	-0,193
0,0080	-0,206
0,0090	-0,218
0,0100	-0,232
0,0110	-0,247
0,0120	-0,259
0,0130	-0,273
0,0140	-0,289
0,0150	-0,303
0,0160	-0,317
0,0170	-0,333
0,0180	-0,349
0,0190	-0,364
0,0200	-0,380
0,0210	-0,396
0,0220	-0,413
0,0230	-0,429
0,0240	-0,446
0,0250	-0,463
0,0260	-0,481
0,0270	-0,500
0,0280	-0,517
0,0290	-0,536
0,0300	-0,553
0,0310	-0,572
0,0320	-0,591
0,0330	-0,609
0,0340	-0,628
0,0350	-0,649
0,0360	-0,668
0,0370	-0,686
0,0380	-0,707
0,0390	-0,727
0,0400	-0,746
0,0410	-0,767
0,0420	-0,787
0,0430	-0,807
0,0440	-0,828
0,0450	-0,848
0,0460	-0,869
0,0470	-0,891
0,0480	-0,911
0,0490	-0,931
0,0500	-0,952
0,0510	-0,972
0,0520	-0,993
0,0530	-1,013
0,0540	-1,034
0,0550	-1,056
0,0560	-1,076
0,0570	-1,096
0,0580	-1,117
0,0590	-1,137
0,0600	-1,158
0,0610	-1,178
0,0620	-1,199
0,0630	-1,219
0,0640	-1,238
0,0650	-1,257
0,0660	-1,277
0,0670	-1,296
0,0680	-1,315
0,0690	-1,335
0,0700	-1,352
0,0710	-1,371
0,0720	-1,390
0,0730	-1,407
0,0740	-1,426
0,0750	-1,444
0,0760	-1,461
0,0770	-1,478
0,0780	-1,495
0,0790	-1,513
0,0800	-1,528
0,0810	-1,544
0,0820	-1,560
0,0830	-1,574
0,0840	-1,590
0,0850	-1,605
0,0860	-1,619
0,0870	-1,634
0,0880	-1,646
0,0890	-1,660
0,0900	-1,673
0,0910	-1,685
0,0920	-1,698
0,0930	-1,711
0,0940	-1,722
0,0950	-1,733
0,0960	-1,744
0,0970	-1,755
0,0980	-1,764
0,0990	-1,773
0,1000	-1,783
0,1010	-1,792
0,1020	-1,800
0,1030	-1,808
0,1040	-1,816
0,1050	-1,824
0,1060	-1,832
0,1070	-1,838
0,1080	-1,844
0,1090	-1,849
0,1100	-1,855
0,1110	-1,860
0,1120	-1,863
0,1130	-1,868
0,1140	-1,871
0,1150	-1,874
0,1160	-1,877
0,1170	-1,880
0,1180	-1,882
0,1190	-1,883
0,1200	-1,885
0,1210	-1,887
0,1220	-1,887
0,1230	-1,887
0,1240	-1,887
0,1250	-1,887
0,1260	-1,887
0,1270	-1,885
0,1280	-1,883
0,1290	-1,880
0,1300	-1,877
0,1310	-1,874
0,1320	-1,871
0,1330	-1,868
0,1340	-1,865
0,1350	-1,860
0,1360	-1,855
0,1370	-1,849
0,1380	-1,843
0,1390	-1,836
0,1400	-1,830
0,1410	-1,824
0,1420	-1,816
0,1430	-1,808
0,1440	-1,800
0,1450	-1,792
0,1460	-1,783
0,1470	-1,773
0,1480	-1,764
0,1490	-1,755
0,1500	-1,744
0,1510	-1,733
0,1520	-1,722
0,1530	-1,711
0,1540	-1,700
0,1550	-1,687
0,1560	-1,674
0,1570	-1,662
0,1580	-1,649
0,1590	-1,635
0,1600	-1,623
0,1610	-1,608
0,1620	-1,594
0,1630	-1,580
0,1640	-1,566
0,1650	-1,550
0,1660	-1,535
0,1670	-1,521
0,1680	-1,505
0,1690	-1,488
0,1700	-1,472
0,1710	-1,455
0,1720	-1,439
0,1730	-1,422
0,1740	-1,404
0,1750	-1,387
0,1760	-1,370
0,1770	-1,351
0,1780	-1,334
0,1790	-1,315
0,1800	-1,297
0,1810	-1,279
0,1820	-1,260
0,1830	-1,241
0,1840	-1,222
0,1850	-1,203
0,1860	-1,184
0,1870	-1,164
0,1880	-1,145
0,1890	-1,126
0,1900	-1,106
0,1910	-1,085
0,1920	-1,067
0,1930	-1,046
0,1940	-1,027
0,1950	-1,007
0,1960	-0,986
0,1970	-0,968
0,1980	-0,947
0,1990	-0,927
0,2000	-0,906
0,2010	-0,888
0,2020	-0,867
0,2030	-0,848
0,2040	-0,828
0,2050	-0,807
0,2060	-0,789
0,2070	-0,768
0,2080	-0,748
0,2090	-0,729
0,2100	-0,710
0,2110	-0,690
0,2120	-0,671
0,2130	-0,652
0,2140	-0,633
0,2150	-0,614
0,2160	-0,595
0,2170	-0,576
0,2180	-0,559
0,2190	-0,540
0,2200	-0,523
0,2210	-0,506
0,2220	-0,487
0,2230	-0,470
0,2240	-0,452
0,2250	-0,437
0,2260	-0,419
0,2270	-0,404
0,2280	-0,386
0,2290	-0,371
0,2300	-0,355
0,2310	-0,339
0,2320	-0,324
0,2330	-0,309
0,2340	-0,295
0,2350	-0,280
0,2360	-0,265
0,2370	-0,251
0,2380	-0,237
0,2390	-0,225
0,2400	-0,212
0,2410	-0,198
0,2420	-0,185
0,2430	-0,173
0,2440	-0,162
0,2450	-0,149
0,2460	-0,138
0,2470	-0,127
0,2480	-0,116
0,2490	-0,105
0,2500	-0,094
0,2510	-0,085
0,2520	-0,074
0,2530	-0,064
0,2540	-0,055
0,2550	-0,046
0,2560	-0,038
0,2570	-0,028
0,2580	-0,020
0,2590	-0,013
0,2600	-0,005
0,2610	0,002
0,2620	0,009
0,2630	0,016
0,2640	0,024
0,2650	0,030
0,2660	0,036
0,2670	0,042
0,2680	0,047
0,2690	0,052
0,2700	0,058
0,2710	0,063
0,2720	0,068
0,2730	0,072
0,2740	0,075
0,2750	0,080
0,2760	0,083
0,2770	0,086
0,2780	0,090
0,2790	0,093
0,2800	0,096
0,2810	0,099
0,2820	0,101
0,2830	0,104
0,2840	0,105
0,2850	0,107
0,2860	0,108
0,2870	0,110
0,2880	0,110
0,2890	0,112
0,2900	0,112
0,2910	0,112
0,2920	0,112
0,2930	0,112
0,2940	0,112
0,2950	0,112
0,2960	0,112
0,2970	0,112
0,2980	0,110
0,2990	0,108
0,3000	0,107
0,3010	0,105
0,3020	0,104
0,3030	0,102
0,3040	0,101
0,3050	0,097
0,3060	0,094
0,3070	0,091
0,3080	0,088
0,3090	0,085
0,3100	0,082
0,3110	0,079
0,3120	0,074
0,3130	0,069
0,3140	0,064
0,3150	0,060
0,3160	0,055
0,3170	0,050
0,3180	0,044
0,3190	0,039
0,3200	0,033
0,3210	0,027
0,3220	0,020
0,3230	0,013
0,3240	0,006
0,3250	-0,002
0,3260	-0,008
0,3270	-0,016
0,3280	-0,024
0,3290	-0,033
0,3300	-0,041
0,3310	-0,050
0,3320	-0,058
0,3330	-0,068
0,3340	-0,077
0,3350	-0,088
0,3360	-0,097
0,3370	-0,108
0,3380	-0,118
0,3390	-0,129
0,3400	-0,140
0,3410	-0,152
0,3420	-0,163
0,3430	-0,176
0,3440	-0,188
0,3450	-0,201
0,3460	-0,214
0,3470	-0,228
0,3480	-0,240
0,3490	-0,254
0,3500	-0,269
0,3510	-0,283
0,3520	-0,298
0,3530	-0,313
0,3540	-0,328
0,3550	-0,342
0,3560	-0,358
0,3570	-0,374
0,3580	-0,391
0,3590	-0,407
0,3600	-0,424
0,3610	-0,440
0,3620	-0,457
0,3630	-0,474
0,3640	-0,493
0,3650	-0,511
0,3660	-0,529
0,3670	-0,547
0,3680	-0,565
0,3690	-0,584
0,3700	-0,603
0,3710	-0,622
0,3720	-0,642
0,3730	-0,661
0,3740	-0,680
0,3750	-0,701
0,3760	-0,719
0,3770	-0,740
0,3780	-0,760
0,3790	-0,781
0,3800	-0,801
0,3810	-0,822
0,3820	-0,842
0,3830	-0,862
0,3840	-0,883
0,3850	-0,905
0,3860	-0,925
0,3870	-0,946
0,3880	-0,966
0,3890	-0,986
0,3900	-1,007
0,3910	-1,027
0,3920	-1,048
0,3930	-1,070
0,3940	-1,090
0,3950	-1,111
0,3960	-1,131
0,3970	-1,151
0,3980	-1,172
0,3990	-1,192
0,4000	-1,213
0,4010	-1,232
0,4020	-1,252
0,4030	-1,271
0,4040	-1,291
0,4050	-1,310
0,4060	-1,329
0,4070	-1,348
0,4080	-1,367
0,4090	-1,385
0,4100	-1,403
0,4110	-1,420
0,4120	-1,439
0,4130	-1,456
0,4140	-1,473
0,4150	-1,491
0,4160	-1,508
0,4170	-1,524
0,4180	-1,539
0,4190	-1,555
0,4200	-1,571
0,4210	-1,585
0,4220	-1,601
0,4230	-1,615
0,4240	-1,629
0,4250	-1,643
0,4260	-1,657
0,4270	-1,670
0,4280	-1,682
0,4290	-1,695
0,4300	-1,706
0,4310	-1,718
0,4320	-1,729
0,4330	-1,742
0,4340	-1,751
0,4350	-1,762
0,4360	-1,772
0,4370	-1,781
0,4380	-1,789
0,4390	-1,799
0,4400	-1,806
0,4410	-1,814
0,4420	-1,822
0,4430	-1,830
0,4440	-1,836
0,4450	-1,843
0,4460	-1,849
0,4470	-1,854
0,4480	-1,858
0,4490	-1,863
0,4500	-1,866
0,4510	-1,871
0,4520	-1,874
0,4530	-1,877
0,4540	-1,880
0,4550	-1,882
0,4560	-1,883
0,4570	-1,885
0,4580	-1,885
0,4590	-1,887
0,4600	-1,887
0,4610	-1,887
0,4620	-1,887
0,4630	-1,887
0,4640	-1,885
0,4650	-1,883
0,4660	-1,882
0,4670	-1,879
0,4680	-1,876
0,4690	-1,872
0,4700	-1,869
0,4710	-1,865
0,4720	-1,861
0,4730	-1,855
0,4740	-1,850
0,4750	-1,844
0,4760	-1,838
0,4770	-1,832
0,4780	-1,825
0,4790	-1,817
0,4800	-1,810
0,4810	-1,802
0,4820	-1,794
0,4830	-1,784
0,4840	-1,775
0,4850	-1,766
0,4860	-1,756
0,4870	-1,745
0,4880	-1,736
0,4890	-1,725
0,4900	-1,712
0,4910	-1,701
0,4920	-1,690
0,4930	-1,678
0,4940	-1,665
0,4950	-1,651
0,4960	-1,638
0,4970	-1,624
0,4980	-1,610
0,4990	-1,598
0,5000	-1,582
0,5010	-1,568
0,5020	-1,554
0,5030	-1,538
0,5040	-1,522
0,5050	-1,506
0,5060	-1,491
0,5070	-1,475
0,5080	-1,458
0,5090	-1,442
0,5100	-1,425
0,5110	-1,407
0,5120	-1,390
0,5130	-1,373
0,5140	-1,354
0,5150	-1,335
0,5160	-1,318
0,5170	-1,299
0,5180	-1,282
0,5190	-1,263
0,5200	-1,244
0,5210	-1,225
0,5220	-1,206
0,5230	-1,186
0,5240	-1,167
0,5250	-1,147
0,5260	-1,128
0,5270	-1,109
0,5280	-1,089
0,5290	-1,068
0,5300	-1,049
0,5310	-1,029
0,5320	-1,008
0,5330	-0,990
0,5340	-0,969
0,5350	-0,949
0,5360	-0,928
0,5370	-0,909
0,5380	-0,889
0,5390	-0,869
0,5400	-0,850
0,5410	-0,829
0,5420	-0,809
0,5430	-0,790
0,5440	-0,770
0,5450	-0,749
0,5460	-0,730
0,5470	-0,712
0,5480	-0,691
0,5490	-0,672
0,5500	-0,653
0,5510	-0,635
0,5520	-0,616
0,5530	-0,597
0,5540	-0,578
0,5550	-0,559
0,5560	-0,542
0,5570	-0,525
0,5580	-0,506
0,5590	-0,489
0,5600	-0,471
0,5610	-0,454
0,5620	-0,437
0,5630	-0,421
0,5640	-0,404
0,5650	-0,388
0,5660	-0,372
0,5670	-0,355
0,5680	-0,339
0,5690	-0,325
0,5700	-0,309
0,5710	-0,295
0,5720	-0,280
0,5730	-0,265
0,5740	-0,251
0,5750	-0,237
0,5760	-0,225
0,5770	-0,210
0,5780	-0,198
0,5790	-0,185
0,5800	-0,173
0,5810	-0,160
0,5820	-0,149
0,5830	-0,138
0,5840	-0,126
0,5850	-0,115
0,5860	-0,104
0,5870	-0,094
0,5880	-0,083
0,5890	-0,074
0,5900	-0,064
0,5910	-0,055
0,5920	-0,046
0,5930	-0,036
0,5940	-0,028
0,5950	-0,020
0,5960	-0,013
0,5970	-0,005
0,5980	0,003
0,5990	0,009
0,6000	0,017
0,6010	0,024
0,6020	0,030
0,6030	0,036
0,6040	0,042
0,6050	0,047
0,6060	0,053
0,6070	0,058
0,6080	0,063
0,6090	0,068
0,6100	0,072
0,6110	0,077
0,6120	0,080
0,6130	0,083
0,6140	0,086
0,6150	0,091
0,6160	0,093
0,6170	0,096
0,6180	0,099
0,6190	0,101
0,6200	0,104
0,6210	0,105
0,6220	0,107
0,6230	0,108
0,6240	0,110
0,6250	0,110
0,6260	0,112
0,6270	0,112
0,6280	0,112
0,6290	0,112
0,6300	0,112
0,6310	0,112
0,6320	0,112
