Winkelposition, Messreihe #1
Zeit ( s )	Winkelposition ( rad )
0,0000	0,691
0,0010	0,708
0,0020	0,727
0,0030	0,748
0,0040	0,768
0,0050	0,787
0,0060	0,807
0,0070	0,826
0,0080	0,847
0,0090	0,866
0,0100	0,884
0,0110	0,905
0,0120	0,925
0,0130	0,944
0,0140	0,964
0,0150	0,983
0,0160	1,004
0,0170	1,023
0,0180	1,043
0,0190	1,062
0,0200	1,082
0,0210	1,101
0,0220	1,120
0,0230	1,139
0,0240	1,159
0,0250	1,178
0,0260	1,197
0,0270	1,214
0,0280	1,233
0,0290	1,252
0,0300	1,269
0,0310	1,288
0,0320	1,305
0,0330	1,324
0,0340	1,341
0,0350	1,359
0,0360	1,376
0,0370	1,393
0,0380	1,409
0,0390	1,426
0,0400	1,442
0,0410	1,458
0,0420	1,473
0,0430	1,489
0,0440	1,505
0,0450	1,521
0,0460	1,536
0,0470	1,550
0,0480	1,565
0,0490	1,579
0,0500	1,593
0,0510	1,607
0,0520	1,619
0,0530	1,634
0,0540	1,646
0,0550	1,659
0,0560	1,671
0,0570	1,684
0,0580	1,695
0,0590	1,707
0,0600	1,718
0,0610	1,729
0,0620	1,740
0,0630	1,751
0,0640	1,762
0,0650	1,772
0,0660	1,781
0,0670	1,791
0,0680	1,800
0,0690	1,810
0,0700	1,819
0,0710	1,827
0,0720	1,835
0,0730	1,843
0,0740	1,850
0,0750	1,858
0,0760	1,865
0,0770	1,872
0,0780	1,879
0,0790	1,887
0,0800	1,891
0,0810	1,898
0,0820	1,904
0,0830	1,909
0,0840	1,915
0,0850	1,920
0,0860	1,924
0,0870	1,929
0,0880	1,934
0,0890	1,937
0,0900	1,942
0,0910	1,945
0,0920	1,948
0,0930	1,951
0,0940	1,954
0,0950	1,957
0,0960	1,959
0,0970	1,962
0,0980	1,963
0,0990	1,967
0,1000	1,968
0,1010	1,970
0,1020	1,970
0,1030	1,971
0,1040	1,971
0,1050	1,973
0,1060	1,973
0,1070	1,973
0,1080	1,973
0,1090	1,973
0,1100	1,973
0,1110	1,973
0,1120	1,973
0,1130	1,971
0,1140	1,971
0,1150	1,970
0,1160	1,967
0,1170	1,965
0,1180	1,963
0,1190	1,960
0,1200	1,957
0,1210	1,956
0,1220	1,953
0,1230	1,949
0,1240	1,946
0,1250	1,943
0,1260	1,938
0,1270	1,934
0,1280	1,931
0,1290	1,926
0,1300	1,921
0,1310	1,916
0,1320	1,910
0,1330	1,905
0,1340	1,899
0,1350	1,893
0,1360	1,887
0,1370	1,880
0,1380	1,874
0,1390	1,866
0,1400	1,858
0,1410	1,852
0,1420	1,844
0,1430	1,835
0,1440	1,827
0,1450	1,819
0,1460	1,810
0,1470	1,800
0,1480	1,791
0,1490	1,781
0,1500	1,772
0,1510	1,762
0,1520	1,751
0,1530	1,740
0,1540	1,729
0,1550	1,718
0,1560	1,707
0,1570	1,695
0,1580	1,684
0,1590	1,671
0,1600	1,659
0,1610	1,646
0,1620	1,632
0,1630	1,619
0,1640	1,605
0,1650	1,591
0,1660	1,577
0,1670	1,563
0,1680	1,549
0,1690	1,533
0,1700	1,519
0,1710	1,503
0,1720	1,488
0,1730	1,472
0,1740	1,456
0,1750	1,439
0,1760	1,423
0,1770	1,406
0,1780	1,389
0,1790	1,371
0,1800	1,354
0,1810	1,337
0,1820	1,319
0,1830	1,301
0,1840	1,283
0,1850	1,264
0,1860	1,246
0,1870	1,227
0,1880	1,208
0,1890	1,191
0,1900	1,170
0,1910	1,151
0,1920	1,133
0,1930	1,112
0,1940	1,093
0,1950	1,073
0,1960	1,054
0,1970	1,034
0,1980	1,013
0,1990	0,993
0,2000	0,972
0,2010	0,953
0,2020	0,933
0,2030	0,914
0,2040	0,894
0,2050	0,873
0,2060	0,855
0,2070	0,834
0,2080	0,814
0,2090	0,793
0,2100	0,773
0,2110	0,754
0,2120	0,734
0,2130	0,715
0,2140	0,694
0,2150	0,674
0,2160	0,655
0,2170	0,636
0,2180	0,617
0,2190	0,598
0,2200	0,580
0,2210	0,559
0,2220	0,542
0,2230	0,523
0,2240	0,504
0,2250	0,487
0,2260	0,470
0,2270	0,452
0,2280	0,434
0,2290	0,418
0,2300	0,401
0,2310	0,383
0,2320	0,368
0,2330	0,350
0,2340	0,336
0,2350	0,320
0,2360	0,305
0,2370	0,289
0,2380	0,275
0,2390	0,261
0,2400	0,247
0,2410	0,232
0,2420	0,218
0,2430	0,206
0,2440	0,193
0,2450	0,181
0,2460	0,168
0,2470	0,157
0,2480	0,145
0,2490	0,134
0,2500	0,123
0,2510	0,113
0,2520	0,102
0,2530	0,093
0,2540	0,083
0,2550	0,074
0,2560	0,066
0,2570	0,057
0,2580	0,049
0,2590	0,042
0,2600	0,035
0,2610	0,028
0,2620	0,020
0,2630	0,016
0,2640	0,009
0,2650	0,005
0,2660	0,000
0,2670	-0,005
0,2680	-0,008
0,2690	-0,013
0,2700	-0,016
0,2710	-0,019
0,2720	-0,020
0,2730	-0,024
0,2740	-0,025
0,2750	-0,025
0,2760	-0,027
0,2770	-0,028
0,2780	-0,028
0,2790	-0,028
0,2800	-0,028
0,2810	-0,027
0,2820	-0,025
0,2830	-0,024
0,2840	-0,022
0,2850	-0,020
0,2860	-0,019
0,2870	-0,016
0,2880	-0,011
0,2890	-0,008
0,2900	-0,003
0,2910	0,002
0,2920	0,008
0,2930	0,013
0,2940	0,017
0,2950	0,024
0,2960	0,030
0,2970	0,038
0,2980	0,046
0,2990	0,053
0,3000	0,061
0,3010	0,071
0,3020	0,079
0,3030	0,088
0,3040	0,097
0,3050	0,107
0,3060	0,116
0,3070	0,127
0,3080	0,138
0,3090	0,151
0,3100	0,162
0,3110	0,174
0,3120	0,187
0,3130	0,198
0,3140	0,210
0,3150	0,225
0,3160	0,237
0,3170	0,251
0,3180	0,265
0,3190	0,280
0,3200	0,294
0,3210	0,309
0,3220	0,324
0,3230	0,339
0,3240	0,355
0,3250	0,371
0,3260	0,388
0,3270	0,404
0,3280	0,419
0,3290	0,437
0,3300	0,454
0,3310	0,471
0,3320	0,489
0,3330	0,507
0,3340	0,525
0,3350	0,542
0,3360	0,559
0,3370	0,578
0,3380	0,597
0,3390	0,616
0,3400	0,635
0,3410	0,653
0,3420	0,672
0,3430	0,691
0,3440	0,710
0,3450	0,730
0,3460	0,749
0,3470	0,770
0,3480	0,789
0,3490	0,809
0,3500	0,828
0,3510	0,848
0,3520	0,867
0,3530	0,886
0,3540	0,906
0,3550	0,927
0,3560	0,946
0,3570	0,966
0,3580	0,985
0,3590	1,005
0,3600	1,024
0,3610	1,045
0,3620	1,063
0,3630	1,084
0,3640	1,103
0,3650	1,122
0,3660	1,140
0,3670	1,161
0,3680	1,180
0,3690	1,199
0,3700	1,216
0,3710	1,235
0,3720	1,252
0,3730	1,271
0,3740	1,290
0,3750	1,307
0,3760	1,326
0,3770	1,343
0,3780	1,360
0,3790	1,378
0,3800	1,393
0,3810	1,411
0,3820	1,426
0,3830	1,444
0,3840	1,459
0,3850	1,475
0,3860	1,491
0,3870	1,506
0,3880	1,522
0,3890	1,536
0,3900	1,550
0,3910	1,565
0,3920	1,580
0,3930	1,593
0,3940	1,607
0,3950	1,621
0,3960	1,634
0,3970	1,648
0,3980	1,660
0,3990	1,673
0,4000	1,684
0,4010	1,696
0,4020	1,707
0,4030	1,720
0,4040	1,731
0,4050	1,742
0,4060	1,751
0,4070	1,762
0,4080	1,772
0,4090	1,781
0,4100	1,791
0,4110	1,800
0,4120	1,810
0,4130	1,819
0,4140	1,827
0,4150	1,835
0,4160	1,843
0,4170	1,850
0,4180	1,858
0,4190	1,866
0,4200	1,872
0,4210	1,879
0,4220	1,887
0,4230	1,893
0,4240	1,898
0,4250	1,904
0,4260	1,910
0,4270	1,915
0,4280	1,920
0,4290	1,924
0,4300	1,929
0,4310	1,934
0,4320	1,937
0,4330	1,942
0,4340	1,945
0,4350	1,948
0,4360	1,953
0,4370	1,954
0,4380	1,957
0,4390	1,959
0,4400	1,962
0,4410	1,963
0,4420	1,967
0,4430	1,968
0,4440	1,970
0,4450	1,970
0,4460	1,971
0,4470	1,971
0,4480	1,973
0,4490	1,973
0,4500	1,973
0,4510	1,973
0,4520	1,973
0,4530	1,973
0,4540	1,973
0,4550	1,973
0,4560	1,971
0,4570	1,971
0,4580	1,970
0,4590	1,967
0,4600	1,965
0,4610	1,963
0,4620	1,960
0,4630	1,959
0,4640	1,956
0,4650	1,953
0,4660	1,949
0,4670	1,946
0,4680	1,943
0,4690	1,938
0,4700	1,934
0,4710	1,931
0,4720	1,926
0,4730	1,921
0,4740	1,916
0,4750	1,910
0,4760	1,905
0,4770	1,899
0,4780	1,893
0,4790	1,887
0,4800	1,880
0,4810	1,874
0,4820	1,866
0,4830	1,858
0,4840	1,852
0,4850	1,844
0,4860	1,836
0,4870	1,827
0,4880	1,819
0,4890	1,810
0,4900	1,802
0,4910	1,792
0,4920	1,783
0,4930	1,772
0,4940	1,762
0,4950	1,751
0,4960	1,742
0,4970	1,731
0,4980	1,718
0,4990	1,707
0,5000	1,696
0,5010	1,684
0,5020	1,671
0,5030	1,659
0,5040	1,646
0,5050	1,634
0,5060	1,619
0,5070	1,607
0,5080	1,593
0,5090	1,579
0,5100	1,565
0,5110	1,549
0,5120	1,535
0,5130	1,519
0,5140	1,505
0,5150	1,488
0,5160	1,473
0,5170	1,456
0,5180	1,440
0,5190	1,423
0,5200	1,407
0,5210	1,390
0,5220	1,373
0,5230	1,356
0,5240	1,338
0,5250	1,321
0,5260	1,302
0,5270	1,285
0,5280	1,266
0,5290	1,247
0,5300	1,228
0,5310	1,210
0,5320	1,192
0,5330	1,173
0,5340	1,153
0,5350	1,134
0,5360	1,114
0,5370	1,095
0,5380	1,074
0,5390	1,056
0,5400	1,035
0,5410	1,016
0,5420	0,996
0,5430	0,975
0,5440	0,955
0,5450	0,935
0,5460	0,916
0,5470	0,895
0,5480	0,877
0,5490	0,856
0,5500	0,836
0,5510	0,815
0,5520	0,795
0,5530	0,776
0,5540	0,756
0,5550	0,735
0,5560	0,716
0,5570	0,696
0,5580	0,675
0,5590	0,657
0,5600	0,638
0,5610	0,619
0,5620	0,600
0,5630	0,581
0,5640	0,562
0,5650	0,543
0,5660	0,525
0,5670	0,507
0,5680	0,489
0,5690	0,471
0,5700	0,454
0,5710	0,437
0,5720	0,419
0,5730	0,402
0,5740	0,385
0,5750	0,369
0,5760	0,353
0,5770	0,338
0,5780	0,322
0,5790	0,306
0,5800	0,292
0,5810	0,276
0,5820	0,262
0,5830	0,248
0,5840	0,234
0,5850	0,220
0,5860	0,207
0,5870	0,195
0,5880	0,182
0,5890	0,170
0,5900	0,159
0,5910	0,146
0,5920	0,135
0,5930	0,124
0,5940	0,115
0,5950	0,104
0,5960	0,094
0,5970	0,085
0,5980	0,075
0,5990	0,068
0,6000	0,058
0,6010	0,050
0,6020	0,042
0,6030	0,036
0,6040	0,028
0,6050	0,022
0,6060	0,016
0,6070	0,011
0,6080	0,005
0,6090	0,002
0,6100	-0,003
0,6110	-0,008
0,6120	-0,011
0,6130	-0,014
0,6140	-0,017
0,6150	-0,020
0,6160	-0,022
0,6170	-0,024
0,6180	-0,025
0,6190	-0,027
0,6200	-0,028
0,6210	-0,028
0,6220	-0,028
0,6230	-0,028
0,6240	-0,027
0,6250	-0,027
0,6260	-0,025
0,6270	-0,022
0,6280	-0,020
0,6290	-0,019
0,6300	-0,016
0,6310	-0,013
0,6320	-0,008
0,6330	-0,003
0,6340	0,002
0,6350	0,006
0,6360	0,011
0,6370	0,017
0,6380	0,022
0,6390	0,028
0,6400	0,036
0,6410	0,044
0,6420	0,052
0,6430	0,060
0,6440	0,069
0,6450	0,077
0,6460	0,086
0,6470	0,094
0,6480	0,105
0,6490	0,115
0,6500	0,126
0,6510	0,137
0,6520	0,148
0,6530	0,160
0,6540	0,171
0,6550	0,184
0,6560	0,196
0,6570	0,209
0,6580	0,221
0,6590	0,236
0,6600	0,248
0,6610	0,262
0,6620	0,276
0,6630	0,291
0,6640	0,306
0,6650	0,320
0,6660	0,336
0,6670	0,352
0,6680	0,368
0,6690	0,383
0,6700	0,399
0,6710	0,416
0,6720	0,434
0,6730	0,451
0,6740	0,468
0,6750	0,485
0,6760	0,503
0,6770	0,520
0,6780	0,537
0,6790	0,556
0,6800	0,573
0,6810	0,592
0,6820	0,611
0,6830	0,630
0,6840	0,649
0,6850	0,668
0,6860	0,686
0,6870	0,705
0,6880	0,726
0,6890	0,745
0,6900	0,765
0,6910	0,784
0,6920	0,804
0,6930	0,823
0,6940	0,842
0,6950	0,862
0,6960	0,881
0,6970	0,902
0,6980	0,920
0,6990	0,941
