Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
47,3000	0,4
47,4000	0,4
47,5000	0,4
47,6000	0,4
47,7000	0,4
47,8000	0,4
47,9000	0,4
48,0000	0,4
48,1000	0,4
48,2000	0,4
48,3000	0,4
48,4000	0,4
48,5000	0,4
48,6000	0,4
48,7000	0,4
48,8000	0,4
48,9000	0,4
49,0000	0,4
49,1000	0,4
49,2000	0,4
49,3000	0,4
49,4000	0,4
49,5000	0,4
49,6000	0,4
49,7000	0,4
49,8000	0,4
49,9000	0,4
50,0000	0,4
50,1000	0,4
50,2000	0,4
50,3000	0,4
50,4000	0,4
50,5000	0,4
50,6000	0,4
50,7000	0,4
50,8000	0,4
50,9000	0,4
51,0000	0,4
0,0000	0,4
0,1000	0,4
0,2000	0,4
0,3000	0,4
0,4000	0,4
0,5000	0,4
0,6000	0,4
0,7000	0,4
0,8000	0,4
0,9000	0,4
1,0000	0,4
1,1000	0,4
1,2000	0,4
1,3000	0,4
1,4000	0,4
1,5000	0,4
1,6000	0,4
1,7000	0,4
1,8000	0,4
1,9000	0,4
2,0000	0,4
2,1000	0,4
2,2000	0,4
2,3000	0,4
2,4000	0,4
2,5000	0,3
2,6000	0,4
2,7000	0,3
2,8000	0,3
2,9000	0,3
3,0000	0,3
3,1000	0,3
3,2000	0,3
3,3000	0,3
3,4000	0,3
3,5000	0,3
3,6000	0,3
3,7000	0,3
3,8000	0,3
3,9000	0,3
4,0000	0,3
4,1000	0,3
4,2000	0,3
4,3000	0,3
4,4000	0,3
4,5000	0,3
4,6000	0,3
4,7000	0,3
4,8000	0,3
4,9000	0,3
5,0000	0,3
5,1000	0,3
5,2000	0,3
5,3000	0,3
5,4000	0,3
5,5000	0,3
5,6000	0,3
5,7000	0,3
5,8000	0,3
5,9000	0,3
6,0000	0,3
6,1000	0,3
6,2000	0,3
6,3000	0,3
6,4000	0,3
6,5000	0,3
6,6000	0,3
6,7000	0,3
6,8000	0,3
6,9000	0,3
7,0000	0,3
7,1000	0,3
7,2000	0,3
7,3000	0,3
7,4000	0,3
7,5000	0,3
7,6000	0,3
7,7000	0,3
7,8000	0,3
7,9000	0,3
8,0000	0,3
8,1000	0,3
8,2000	0,3
8,3000	0,3
8,4000	0,3
8,5000	0,3
8,6000	0,3
8,7000	0,3
8,8000	0,3
8,9000	0,3
9,0000	0,3
9,1000	0,3
9,2000	0,3
9,3000	0,3
9,4000	0,3
9,5000	0,3
9,6000	0,3
9,7000	0,3
9,8000	0,3
9,9000	0,3
10,0000	0,3
10,1000	0,3
10,2000	0,3
10,3000	0,3
10,4000	0,3
10,5000	0,3
10,6000	0,3
10,7000	0,3
10,8000	0,3
10,9000	0,3
11,0000	0,3
11,1000	0,3
11,2000	0,3
11,3000	0,3
11,4000	0,3
11,5000	0,3
11,6000	0,3
11,7000	0,3
11,8000	0,3
11,9000	0,3
12,0000	0,3
12,1000	0,3
12,2000	0,3
12,3000	0,3
12,4000	0,3
12,5000	0,3
12,6000	0,3
12,7000	0,3
12,8000	0,3
12,9000	0,3
13,0000	0,3
13,1000	0,3
13,2000	0,3
13,3000	0,3
13,4000	0,3
13,5000	0,2
13,6000	0,2
13,7000	0,2
13,8000	0,2
13,9000	0,2
14,0000	0,2
14,1000	0,2
14,2000	0,2
14,3000	0,2
14,4000	0,2
14,5000	0,2
14,6000	0,2
14,7000	0,2
14,8000	0,2
14,9000	0,2
15,0000	0,2
15,1000	0,2
15,2000	0,2
15,3000	0,2
15,4000	0,2
15,5000	0,2
15,6000	0,2
15,7000	0,2
15,8000	0,2
15,9000	0,2
16,0000	0,2
16,1000	0,2
16,2000	0,2
16,3000	0,2
16,4000	0,2
16,5000	0,2
16,6000	0,2
16,7000	0,2
16,8000	0,2
16,9000	0,2
17,0000	0,2
17,1000	0,2
17,2000	0,2
17,3000	0,2
17,4000	0,2
17,5000	0,2
17,6000	0,2
17,7000	0,2
17,8000	0,2
17,9000	0,2
18,0000	0,2
18,1000	0,2
18,2000	0,2
18,3000	0,2
18,4000	0,2
18,5000	0,2
18,6000	0,2
18,7000	0,2
18,8000	0,2
18,9000	0,2
19,0000	0,2
19,1000	0,2
19,2000	0,2
19,3000	0,2
19,4000	0,2
19,5000	0,2
19,6000	0,1
19,7000	0,1
19,8000	0,1
19,9000	0,1
20,0000	0,1
20,1000	0,1
20,2000	0,1
20,3000	0,1
20,4000	0,1
20,5000	0,1
20,6000	0,1
20,7000	0,1
20,8000	0,1
20,9000	0,1
21,0000	0,1
21,1000	0,1
21,2000	0,1
21,3000	0,1
21,4000	0,1
21,5000	0,1
21,6000	0,1
21,7000	0,1
21,8000	0,1
21,9000	0,1
22,0000	0,1
22,1000	0,1
22,2000	0,1
22,3000	0,1
22,4000	0,1
22,5000	0,1
22,6000	0,1
22,7000	0,1
22,8000	0,1
22,9000	0,1
23,0000	0,1
23,1000	0,1
23,2000	0,1
23,3000	0,1
23,4000	0,1
23,5000	0,1
23,6000	0,1
23,7000	0,1
23,8000	0,1
23,9000	0,1
24,0000	0,1
24,1000	0,1
24,2000	0,0
24,3000	0,0
24,4000	0,0
24,5000	0,0
24,6000	0,0
24,7000	0,0
24,8000	0,0
24,9000	0,0
25,0000	0,0
25,1000	0,0
25,2000	0,0
25,3000	0,0
25,4000	0,0
25,5000	0,0
25,6000	0,0
25,7000	0,0
25,8000	0,0
25,9000	0,0
26,0000	0,0
26,1000	0,0
26,2000	0,0
26,3000	0,0
26,4000	0,0
26,5000	0,0
26,6000	0,0
26,7000	0,0
26,8000	0,0
26,9000	0,0
27,0000	0,0
27,1000	0,0
27,2000	0,0
27,3000	0,0
27,4000	0,0
27,5000	0,0
27,6000	0,0
27,7000	0,0
27,8000	0,0
27,9000	0,0
28,0000	-0,1
28,1000	-0,1
28,2000	-0,1
28,3000	-0,1
28,4000	-0,1
28,5000	-0,1
28,6000	-0,1
28,7000	-0,1
28,8000	-0,1
28,9000	-0,1
29,0000	-0,1
29,1000	-0,1
29,2000	-0,1
29,3000	-0,1
29,4000	-0,1
29,5000	-0,1
29,6000	-0,1
29,7000	-0,1
29,8000	-0,1
29,9000	-0,1
30,0000	-0,1
30,1000	-0,1
30,2000	-0,1
30,3000	-0,1
30,4000	-0,1
30,5000	-0,1
30,6000	-0,1
30,7000	-0,1
30,8000	-0,1
30,9000	-0,1
31,0000	-0,1
31,1000	-0,1
31,2000	-0,2
31,3000	-0,2
31,4000	-0,2
31,5000	-0,2
31,6000	-0,2
31,7000	-0,2
31,8000	-0,2
31,9000	-0,2
32,0000	-0,2
32,1000	-0,2
32,2000	-0,2
32,3000	-0,2
32,4000	-0,2
32,5000	-0,2
32,6000	-0,2
32,7000	-0,2
32,8000	-0,2
32,9000	-0,2
33,0000	-0,2
33,1000	-0,2
33,2000	-0,2
33,3000	-0,2
33,4000	-0,2
33,5000	-0,2
33,6000	-0,2
33,7000	-0,2
33,8000	-0,2
33,9000	-0,2
34,0000	-0,2
34,1000	-0,2
34,2000	-0,3
34,3000	-0,3
34,4000	-0,3
34,5000	-0,3
34,6000	-0,3
34,7000	-0,3
34,8000	-0,3
34,9000	-0,3
35,0000	-0,3
35,1000	-0,3
35,2000	-0,3
35,3000	-0,3
35,4000	-0,3
35,5000	-0,3
35,6000	-0,3
35,7000	-0,3
35,8000	-0,3
35,9000	-0,3
36,0000	-0,3
36,1000	-0,3
36,2000	-0,3
36,3000	-0,3
36,4000	-0,3
36,5000	-0,3
36,6000	-0,3
36,7000	-0,3
36,8000	-0,3
36,9000	-0,3
37,0000	-0,3
37,1000	-0,4
37,2000	-0,4
37,3000	-0,4
37,4000	-0,4
37,5000	-0,4
37,6000	-0,4
37,7000	-0,4
37,8000	-0,4
37,9000	-0,4
38,0000	-0,4
38,1000	-0,4
38,2000	-0,4
38,3000	-0,4
38,4000	-0,4
38,5000	-0,4
38,6000	-0,4
38,7000	-0,4
38,8000	-0,4
38,9000	-0,4
39,0000	-0,4
39,1000	-0,4
39,2000	-0,4
39,3000	-0,4
39,4000	-0,4
39,5000	-0,4
39,6000	-0,4
39,7000	-0,4
39,8000	-0,4
39,9000	-0,5
40,0000	-0,5
40,1000	-0,5
40,2000	-0,5
40,3000	-0,5
40,4000	-0,5
40,5000	-0,5
40,6000	-0,5
40,7000	-0,5
40,8000	-0,5
40,9000	-0,5
41,0000	-0,5
41,1000	-0,5
41,2000	-0,5
41,3000	-0,5
41,4000	-0,5
41,5000	-0,5
41,6000	-0,5
41,7000	-0,5
41,8000	-0,5
41,9000	-0,5
42,0000	-0,5
42,1000	-0,5
42,2000	-0,5
42,3000	-0,6
42,4000	-0,6
42,5000	-0,6
42,6000	-0,6
42,7000	-0,6
42,8000	-0,6
42,9000	-0,6
43,0000	-0,6
43,1000	-0,6
43,2000	-0,6
43,3000	-0,6
43,4000	-0,6
43,5000	-0,6
43,6000	-0,6
43,7000	-0,6
43,8000	-0,6
43,9000	-0,6
44,0000	-0,6
44,1000	-0,6
44,2000	-0,6
44,3000	-0,6
44,4000	-0,6
44,5000	-0,6
44,6000	-0,6
44,7000	-0,7
44,8000	-0,7
44,9000	-0,7
45,0000	-0,7
45,1000	-0,7
45,2000	-0,7
45,3000	-0,7
45,4000	-0,7
45,5000	-0,7
45,6000	-0,7
45,7000	-0,7
45,8000	-0,7
45,9000	-0,7
46,0000	-0,7
46,1000	-0,7
46,2000	-0,7
46,3000	-0,7
46,4000	-0,7
46,5000	-0,7
46,6000	-0,7
46,7000	-0,7
46,8000	-0,8
46,9000	-0,8
47,0000	-0,8
47,1000	-0,8
47,2000	-0,8
47,3000	-0,8
47,4000	-0,8
47,5000	-0,8
47,6000	-0,8
47,7000	-0,8
47,8000	-0,8
47,9000	-0,8
48,0000	-0,8
48,1000	-0,8
48,2000	-0,8
48,3000	-0,8
48,4000	-0,8
48,5000	-0,8
48,6000	-0,8
48,7000	-0,8
48,8000	-0,8
48,9000	-0,9
49,0000	-0,9
49,1000	-0,9
49,2000	-0,9
49,3000	-0,9
49,4000	-0,9
49,5000	-0,9
49,6000	-0,9
49,7000	-0,9
49,8000	-0,9
49,9000	-0,9
50,0000	-0,9
50,1000	-0,9
50,2000	-0,9
50,3000	-0,9
50,4000	-0,9
50,5000	-0,9
50,6000	-0,9
50,7000	-0,9
50,8000	-0,9
50,9000	-1,0
51,0000	-1,0
0,0000	-1,0
0,1000	-1,0
0,2000	-1,0
0,3000	-1,0
0,4000	-1,0
0,5000	-1,0
0,6000	-1,0
0,7000	-1,0
0,8000	-1,0
0,9000	-1,0
1,0000	-1,0
1,1000	-1,0
1,2000	-1,0
1,3000	-1,0
1,4000	-1,0
1,5000	-1,0
1,6000	-1,1
1,7000	-1,1
1,8000	-1,1
1,9000	-1,1
2,0000	-1,1
2,1000	-1,1
2,2000	-1,1
2,3000	-1,1
2,4000	-1,1
2,5000	-1,1
2,6000	-1,1
2,7000	-1,1
2,8000	-1,1
2,9000	-1,1
3,0000	-1,1
3,1000	-1,1
3,2000	-1,1
3,3000	-1,1
3,4000	-1,1
3,5000	-1,2
3,6000	-1,2
3,7000	-1,2
3,8000	-1,2
3,9000	-1,2
4,0000	-1,2
4,1000	-1,2
4,2000	-1,2
4,3000	-1,2
4,4000	-1,2
4,5000	-1,2
4,6000	-1,2
4,7000	-1,2
4,8000	-1,2
4,9000	-1,2
5,0000	-1,2
5,1000	-1,2
5,2000	-1,2
5,3000	-1,3
5,4000	-1,3
5,5000	-1,3
5,6000	-1,3
5,7000	-1,3
5,8000	-1,3
5,9000	-1,3
6,0000	-1,3
6,1000	-1,3
6,2000	-1,3
6,3000	-1,3
6,4000	-1,3
6,5000	-1,3
6,6000	-1,3
6,7000	-1,3
6,8000	-1,3
6,9000	-1,3
7,0000	-1,3
7,1000	-1,4
7,2000	-1,4
7,3000	-1,4
7,4000	-1,4
7,5000	-1,4
7,6000	-1,4
7,7000	-1,4
7,8000	-1,4
7,9000	-1,4
8,0000	-1,4
8,1000	-1,4
8,2000	-1,4
8,3000	-1,4
8,4000	-1,4
8,5000	-1,4
8,6000	-1,4
8,7000	-1,5
8,8000	-1,5
8,9000	-1,5
9,0000	-1,5
9,1000	-1,5
9,2000	-1,5
9,3000	-1,5
9,4000	-1,5
9,5000	-1,5
9,6000	-1,5
9,7000	-1,5
9,8000	-1,5
9,9000	-1,5
10,0000	-1,5
10,1000	-1,5
10,2000	-1,5
10,3000	-1,5
10,4000	-1,6
10,5000	-1,6
10,6000	-1,6
10,7000	-1,6
10,8000	-1,6
10,9000	-1,6
11,0000	-1,6
11,1000	-1,6
11,2000	-1,6
11,3000	-1,6
11,4000	-1,6
11,5000	-1,6
11,6000	-1,6
11,7000	-1,6
11,8000	-1,6
11,9000	-1,6
12,0000	-1,7
12,1000	-1,7
12,2000	-1,7
12,3000	-1,7
12,4000	-1,7
12,5000	-1,7
12,6000	-1,7
12,7000	-1,7
12,8000	-1,7
12,9000	-1,7
13,0000	-1,7
13,1000	-1,7
13,2000	-1,7
13,3000	-1,7
13,4000	-1,7
13,5000	-1,8
13,6000	-1,8
13,7000	-1,8
13,8000	-1,8
13,9000	-1,8
14,0000	-1,8
14,1000	-1,8
14,2000	-1,8
14,3000	-1,8
14,4000	-1,8
14,5000	-1,8
14,6000	-1,8
14,7000	-1,8
14,8000	-1,8
14,9000	-1,8
15,0000	-1,9
15,1000	-1,9
15,2000	-1,9
15,3000	-1,9
15,4000	-1,9
15,5000	-1,9
15,6000	-1,9
15,7000	-1,9
15,8000	-1,9
15,9000	-1,9
16,0000	-1,9
16,1000	-1,9
16,2000	-1,9
16,3000	-1,9
16,4000	-1,9
16,5000	-1,9
16,6000	-2,0
16,7000	-2,0
16,8000	-2,0
16,9000	-2,0
17,0000	-2,0
17,1000	-2,0
17,2000	-2,0
17,3000	-2,0
17,4000	-2,0
17,5000	-2,0
17,6000	-2,0
17,7000	-2,0
17,8000	-2,0
17,9000	-2,0
18,0000	-2,0
18,1000	-2,1
18,2000	-2,1
18,3000	-2,1
18,4000	-2,1
18,5000	-2,1
18,6000	-2,1
18,7000	-2,1
18,8000	-2,1
18,9000	-2,1
19,0000	-2,1
19,1000	-2,1
19,2000	-2,1
19,3000	-2,1
19,4000	-2,1
19,5000	-2,2
19,6000	-2,2
19,7000	-2,2
19,8000	-2,2
19,9000	-2,2
20,0000	-2,2
20,1000	-2,2
20,2000	-2,2
20,3000	-2,2
20,4000	-2,2
20,5000	-2,2
20,6000	-2,2
20,7000	-2,2
20,8000	-2,2
20,9000	-2,2
21,0000	-2,3
21,1000	-2,3
21,2000	-2,3
21,3000	-2,3
21,4000	-2,3
21,5000	-2,3
21,6000	-2,3
21,7000	-2,3
21,8000	-2,3
21,9000	-2,3
22,0000	-2,3
22,1000	-2,3
22,2000	-2,3
22,3000	-2,3
22,4000	-2,4
22,5000	-2,4
22,6000	-2,4
22,7000	-2,4
22,8000	-2,4
22,9000	-2,4
23,0000	-2,4
23,1000	-2,4
23,2000	-2,4
23,3000	-2,4
23,4000	-2,4
23,5000	-2,4
23,6000	-2,4
23,7000	-2,5
23,8000	-2,5
23,9000	-2,5
24,0000	-2,5
24,1000	-2,5
24,2000	-2,5
24,3000	-2,5
24,4000	-2,5
24,5000	-2,5
24,6000	-2,5
24,7000	-2,5
24,8000	-2,5
24,9000	-2,5
25,0000	-2,6
25,1000	-2,6
25,2000	-2,6
25,3000	-2,6
25,4000	-2,6
25,5000	-2,6
25,6000	-2,6
25,7000	-2,6
25,8000	-2,6
25,9000	-2,6
26,0000	-2,6
26,1000	-2,6
26,2000	-2,6
26,3000	-2,7
26,4000	-2,7
26,5000	-2,7
26,6000	-2,7
26,7000	-2,7
26,8000	-2,7
26,9000	-2,7
27,0000	-2,7
27,1000	-2,7
27,2000	-2,7
27,3000	-2,7
27,4000	-2,7
27,5000	-2,8
27,6000	-2,8
27,7000	-2,8
27,8000	-2,8
27,9000	-2,8
28,0000	-2,8
28,1000	-2,8
28,2000	-2,8
28,3000	-2,8
28,4000	-2,8
28,5000	-2,8
28,6000	-2,8
28,7000	-2,9
28,8000	-2,9
28,9000	-2,9
29,0000	-2,9
29,1000	-2,9
29,2000	-2,9
29,3000	-2,9
29,4000	-2,9
29,5000	-2,9
29,6000	-2,9
29,7000	-2,9
29,8000	-3,0
29,9000	-3,0
30,0000	-3,0
30,1000	-3,0
30,2000	-3,0
30,3000	-3,0
30,4000	-3,0
30,5000	-3,0
30,6000	-3,0
30,7000	-3,0
30,8000	-3,0
30,9000	-3,0
31,0000	-3,1
31,1000	-3,1
31,2000	-3,1
31,3000	-3,1
31,4000	-3,1
31,5000	-3,1
31,6000	-3,1
31,7000	-3,1
31,8000	-3,1
31,9000	-3,1
32,0000	-3,2
32,1000	-3,2
32,2000	-3,2
32,3000	-3,2
32,4000	-3,2
32,5000	-3,2
32,6000	-3,2
32,7000	-3,2
32,8000	-3,2
32,9000	-3,2
33,0000	-3,3
33,1000	-3,3
33,2000	-3,3
33,3000	-3,3
33,4000	-3,3
33,5000	-3,3
33,6000	-3,3
33,7000	-3,3
33,8000	-3,3
33,9000	-3,4
34,0000	-3,4
34,1000	-3,4
34,2000	-3,4
34,3000	-3,4
34,4000	-3,4
34,5000	-3,4
34,6000	-3,4
34,7000	-3,4
34,8000	-3,5
34,9000	-3,5
35,0000	-3,5
35,1000	-3,5
35,2000	-3,5
35,3000	-3,5
35,4000	-3,5
35,5000	-3,5
35,6000	-3,6
35,7000	-3,6
35,8000	-3,6
35,9000	-3,6
36,0000	-3,6
36,1000	-3,6
36,2000	-3,6
36,3000	-3,6
36,4000	-3,6
36,5000	-3,7
36,6000	-3,7
36,7000	-3,7
36,8000	-3,7
36,9000	-3,7
37,0000	-3,7
37,1000	-3,7
37,2000	-3,7
37,3000	-3,8
37,4000	-3,8
37,5000	-3,8
37,6000	-3,8
37,7000	-3,8
37,8000	-3,8
37,9000	-3,8
38,0000	-3,8
38,1000	-3,9
38,2000	-3,9
38,3000	-3,9
38,4000	-3,9
38,5000	-3,9
38,6000	-3,9
38,7000	-3,9
38,8000	-3,9
38,9000	-3,9
39,0000	-4,0
39,1000	-4,0
39,2000	-4,0
39,3000	-4,0
39,4000	-4,0
39,5000	-4,0
39,6000	-4,0
39,7000	-4,0
39,8000	-4,1
39,9000	-4,1
40,0000	-4,1
40,1000	-4,1
40,2000	-4,1
40,3000	-4,1
40,4000	-4,1
40,5000	-4,2
40,6000	-4,2
40,7000	-4,2
40,8000	-4,2
40,9000	-4,2
41,0000	-4,2
41,1000	-4,2
41,2000	-4,2
41,3000	-4,3
41,4000	-4,3
41,5000	-4,3
41,6000	-4,3
41,7000	-4,3
41,8000	-4,3
41,9000	-4,3
42,0000	-4,3
42,1000	-4,4
42,2000	-4,4
42,3000	-4,4
42,4000	-4,4
42,5000	-4,4
42,6000	-4,4
42,7000	-4,4
42,8000	-4,4
42,9000	-4,5
43,0000	-4,5
43,1000	-4,5
43,2000	-4,5
43,3000	-4,5
43,4000	-4,5
43,5000	-4,5
43,6000	-4,5
43,7000	-4,6
43,8000	-4,6
43,9000	-4,6
44,0000	-4,6
44,1000	-4,6
44,2000	-4,6
44,3000	-4,6
44,4000	-4,6
44,5000	-4,7
44,6000	-4,7
44,7000	-4,7
44,8000	-4,7
44,9000	-4,7
45,0000	-4,7
45,1000	-4,7
45,2000	-4,7
45,3000	-4,8
45,4000	-4,8
45,5000	-4,8
45,6000	-4,8
45,7000	-4,8
45,8000	-4,8
45,9000	-4,8
46,0000	-4,8
46,1000	-4,9
46,2000	-4,9
46,3000	-4,9
46,4000	-4,9
46,5000	-4,9
46,6000	-4,9
46,7000	-4,9
46,8000	-5,0
46,9000	-5,0
47,0000	-5,0
47,1000	-5,0
47,2000	-5,0
47,3000	-5,0
47,4000	-5,0
47,5000	-5,0
47,6000	-5,1
47,7000	-5,1
47,8000	-5,1
47,9000	-5,1
48,0000	-5,1
48,1000	-5,1
48,2000	-5,1
48,3000	-5,2
48,4000	-5,2
48,5000	-5,2
48,6000	-5,2
48,7000	-5,2
48,8000	-5,2
48,9000	-5,2
49,0000	-5,2
49,1000	-5,3
49,2000	-5,3
49,3000	-5,3
49,4000	-5,3
49,5000	-5,3
49,6000	-5,3
49,7000	-5,3
49,8000	-5,4
49,9000	-5,4
50,0000	-5,4
50,1000	-5,4
50,2000	-5,4
50,3000	-5,4
50,4000	-5,4
50,5000	-5,5
50,6000	-5,5
50,7000	-5,5
50,8000	-5,5
50,9000	-5,5
51,0000	-5,5
0,0000	-5,6
0,1000	-5,6
0,2000	-5,6
0,3000	-5,6
0,4000	-5,6
0,5000	-5,6
0,6000	-5,6
0,7000	-5,6
0,8000	-5,7
0,9000	-5,7
1,0000	-5,7
1,1000	-5,7
1,2000	-5,7
1,3000	-5,7
1,4000	-5,7
1,5000	-5,8
1,6000	-5,8
1,7000	-5,8
1,8000	-5,8
1,9000	-5,8
2,0000	-5,8
2,1000	-5,8
2,2000	-5,9
2,3000	-5,9
2,4000	-5,9
2,5000	-5,9
2,6000	-5,9
2,7000	-5,9
2,8000	-5,9
2,9000	-5,9
3,0000	-6,0
3,1000	-6,0
3,2000	-6,0
3,3000	-6,0
3,4000	-6,0
3,5000	-6,0
3,6000	-6,1
3,7000	-6,1
3,8000	-6,1
3,9000	-6,1
4,0000	-6,1
4,1000	-6,1
4,2000	-6,1
4,3000	-6,2
4,4000	-6,2
4,5000	-6,2
4,6000	-6,2
4,7000	-6,2
4,8000	-6,2
4,9000	-6,2
5,0000	-6,2
5,1000	-6,3
5,2000	-6,3
5,3000	-6,3
5,4000	-6,3
5,5000	-6,3
5,6000	-6,3
5,7000	-6,4
5,8000	-6,4
5,9000	-6,4
6,0000	-6,4
6,1000	-6,4
6,2000	-6,4
6,3000	-6,4
6,4000	-6,5
6,5000	-6,5
6,6000	-6,5
6,7000	-6,5
6,8000	-6,5
6,9000	-6,5
7,0000	-6,5
7,1000	-6,6
7,2000	-6,6
7,3000	-6,6
7,4000	-6,6
7,5000	-6,6
7,6000	-6,6
7,7000	-6,6
7,8000	-6,7
7,9000	-6,7
8,0000	-6,7
8,1000	-6,7
8,2000	-6,7
8,3000	-6,7
8,4000	-6,7
8,5000	-6,8
8,6000	-6,8
8,7000	-6,8
8,8000	-6,8
8,9000	-6,8
9,0000	-6,8
9,1000	-6,8
9,2000	-6,9
9,3000	-6,9
9,4000	-6,9
9,5000	-6,9
9,6000	-6,9
9,7000	-6,9
9,8000	-7,0
9,9000	-7,0
10,0000	-7,0
10,1000	-7,0
10,2000	-7,0
10,3000	-7,0
10,4000	-7,0
10,5000	-7,1
10,6000	-7,1
10,7000	-7,1
10,8000	-7,1
10,9000	-7,1
11,0000	-7,1
11,1000	-7,2
11,2000	-7,2
11,3000	-7,2
11,4000	-7,2
11,5000	-7,2
11,6000	-7,2
11,7000	-7,2
11,8000	-7,3
11,9000	-7,3
12,0000	-7,3
12,1000	-7,3
12,2000	-7,3
12,3000	-7,3
12,4000	-7,3
12,5000	-7,4
12,6000	-7,4
12,7000	-7,4
12,8000	-7,4
12,9000	-7,4
13,0000	-7,4
13,1000	-7,5
13,2000	-7,5
13,3000	-7,5
13,4000	-7,5
13,5000	-7,5
13,6000	-7,5
13,7000	-7,6
13,8000	-7,6
13,9000	-7,6
14,0000	-7,6
14,1000	-7,6
14,2000	-7,6
14,3000	-7,7
14,4000	-7,7
14,5000	-7,7
14,6000	-7,7
14,7000	-7,7
14,8000	-7,7
14,9000	-7,7
15,0000	-7,8
15,1000	-7,8
15,2000	-7,8
15,3000	-7,8
15,4000	-7,8
15,5000	-7,8
15,6000	-7,9
15,7000	-7,9
15,8000	-7,9
15,9000	-7,9
16,0000	-7,9
16,1000	-7,9
16,2000	-8,0
16,3000	-8,0
16,4000	-8,0
16,5000	-8,0
16,6000	-8,0
16,7000	-8,0
16,8000	-8,1
16,9000	-8,1
17,0000	-8,1
17,1000	-8,1
17,2000	-8,1
17,3000	-8,1
17,4000	-8,2
17,5000	-8,2
17,6000	-8,2
17,7000	-8,2
17,8000	-8,2
17,9000	-8,2
18,0000	-8,3
18,1000	-8,3
18,2000	-8,3
18,3000	-8,3
18,4000	-8,3
18,5000	-8,3
18,6000	-8,4
18,7000	-8,4
18,8000	-8,4
18,9000	-8,4
19,0000	-8,4
19,1000	-8,4
19,2000	-8,5
19,3000	-8,5
19,4000	-8,5
19,5000	-8,5
19,6000	-8,5
19,7000	-8,5
19,8000	-8,6
19,9000	-8,6
20,0000	-8,6
20,1000	-8,6
20,2000	-8,6
20,3000	-8,6
20,4000	-8,7
20,5000	-8,7
20,6000	-8,7
20,7000	-8,7
20,8000	-8,7
20,9000	-8,7
21,0000	-8,8
21,1000	-8,8
21,2000	-8,8
21,3000	-8,8
21,4000	-8,8
21,5000	-8,8
21,6000	-8,9
21,7000	-8,9
21,8000	-8,9
21,9000	-8,9
22,0000	-8,9
22,1000	-9,0
22,2000	-9,0
22,3000	-9,0
22,4000	-9,0
22,5000	-9,0
22,6000	-9,0
22,7000	-9,1
22,8000	-9,1
22,9000	-9,1
23,0000	-9,1
23,1000	-9,1
23,2000	-9,1
23,3000	-9,2
23,4000	-9,2
23,5000	-9,2
23,6000	-9,2
23,7000	-9,2
23,8000	-9,2
23,9000	-9,3
24,0000	-9,3
24,1000	-9,3
24,2000	-9,3
24,3000	-9,3
24,4000	-9,4
24,5000	-9,4
24,6000	-9,4
24,7000	-9,4
24,8000	-9,4
24,9000	-9,4
25,0000	-9,5
25,1000	-9,5
25,2000	-9,5
25,3000	-9,5
25,4000	-9,5
25,5000	-9,5
25,6000	-9,6
25,7000	-9,6
25,8000	-9,6
25,9000	-9,6
26,0000	-9,6
26,1000	-9,7
26,2000	-9,7
26,3000	-9,7
26,4000	-9,7
26,5000	-9,7
26,6000	-9,7
26,7000	-9,7
26,8000	-9,8
26,9000	-9,8
27,0000	-9,8
27,1000	-9,8
27,2000	-9,8
27,3000	-9,9
27,4000	-9,9
27,5000	-9,9
27,6000	-9,9
27,7000	-9,9
27,8000	-9,9
27,9000	-10,0
28,0000	-10,0
28,1000	-10,0
28,2000	-10,0
28,3000	-10,0
28,4000	-10,0
28,5000	-10,1
28,6000	-10,1
28,7000	-10,1
28,8000	-10,1
28,9000	-10,1
29,0000	-10,1
29,1000	-10,2
29,2000	-10,2
29,3000	-10,2
29,4000	-10,2
29,5000	-10,2
29,6000	-10,2
29,7000	-10,3
29,8000	-10,3
29,9000	-10,3
30,0000	-10,3
30,1000	-10,3
30,2000	-10,3
30,3000	-10,4
30,4000	-10,4
30,5000	-10,4
30,6000	-10,4
30,7000	-10,4
30,8000	-10,4
30,9000	-10,4
31,0000	-10,5
31,1000	-10,5
31,2000	-10,5
31,3000	-10,5
31,4000	-10,5
31,5000	-10,5
31,6000	-10,6
31,7000	-10,6
31,8000	-10,6
31,9000	-10,6
32,0000	-10,6
32,1000	-10,6
32,2000	-10,7
32,3000	-10,7
32,4000	-10,7
32,5000	-10,7
32,6000	-10,7
32,7000	-10,7
32,8000	-10,8
32,9000	-10,8
33,0000	-10,8
33,1000	-10,8
33,2000	-10,8
33,3000	-10,8
33,4000	-10,9
33,5000	-10,9
33,6000	-10,9
33,7000	-10,9
33,8000	-10,9
33,9000	-10,9
34,0000	-10,9
34,1000	-11,0
34,2000	-11,0
34,3000	-11,0
34,4000	-11,0
34,5000	-11,0
34,6000	-11,0
34,7000	-11,1
34,8000	-11,1
34,9000	-11,1
35,0000	-11,1
35,1000	-11,1
35,2000	-11,1
35,3000	-11,2
35,4000	-11,2
35,5000	-11,2
35,6000	-11,2
35,7000	-11,2
35,8000	-11,2
35,9000	-11,3
36,0000	-11,3
36,1000	-11,3
36,2000	-11,3
36,3000	-11,3
36,4000	-11,3
36,5000	-11,3
36,6000	-11,4
36,7000	-11,4
