3.00	0.05	1.858670875	0.0131324806
2.50	0.05	1.8566176471	0.0137589501
2.00	0.05	1.8642533937	0.0135781554
1.50	0.05	1.8674806967	0.0134838419
1.00	0.05	1.8695014663	0.0137713996
0.50	0.05	1.8770110833	0.0134617572

