2.3911010752	0.0174532925	5	2
2.21656815	0.0174532925	48	2
2.0420352248	0.0174532925	212	2
1.8675022996	0.0174532925	473	2
1.6929693744	0.0174532925	778	2
1.5184364492	0.0174532925	1083	2
1.343903524	0.0174532925	1418	2
1.1693705988	0.0174532925	1723	2
0.9948376736	0.0174532925	1942	2
0.8203047484	0.0174532925	2078	2
0.6457718232	0.0174532925	1998	2
0.471238898	0.0174532925	1885	2
0.2967059728	0.0174532925	1595	2
0.1221730476	0.0174532925	1264	2
-0.0523598776	0.0174532925	887	2
-0.2268928028	0.0174532925	529	2
-0.401425728	0.0174532925	248	2
-0.5759586532	0.0174532925	79	2
-0.7504915784	0.0174532925	6	2

