p	V
126.820000	251.041874
128.550000	248.389831
130.700000	245.737787
132.910000	243.085743
134.800000	240.573280
137.260000	238.060818
139.810000	235.687936
141.810000	233.105683
144.370000	230.802592
146.950000	228.429711
149.110000	226.266201
151.810000	224.032901
153.880000	221.869392
156.630000	219.845464
159.430000	217.821535
161.460000	215.797607
164.270000	213.983051
167.140000	212.168495
169.290000	210.423729
172.060000	208.818544
174.740000	207.283151
176.850000	205.817547
179.360000	204.491525
181.390000	203.235294
183.910000	201.979063
186.270000	200.932203
188.040000	199.955135
190.150000	199.047856
192.140000	198.140578
193.710000	197.512463
195.530000	196.884347
197.150000	196.326022
198.270000	195.767697
199.560000	195.418744
200.680000	195.209372
201.590000	195.069791
202.380000	195.000000
202.980000	195.000000
203.410000	195.069791
203.820000	195.209372
204.010000	195.558325
203.930000	195.837488
203.820000	196.395813
203.620000	196.954138
203.300000	197.652044
202.680000	198.419741
202.030000	199.257228
201.240000	200.234297
200.140000	201.211366
199.260000	202.328016
197.990000	203.654038
196.840000	204.980060
195.370000	206.375872
193.820000	207.911266
192.490000	209.446660
190.790000	210.982054
188.880000	212.726820
187.410000	214.471585
185.340000	216.355932
183.340000	218.449651
181.600000	220.403789
179.510000	222.497507
177.350000	224.730808
175.520000	226.894317
173.240000	229.057827
171.420000	231.360917
169.040000	233.803589
166.750000	236.176471
164.920000	238.758724
162.540000	241.271186
159.570000	243.783649
157.380000	246.435693
154.860000	249.017946
152.420000	251.669990
150.590000	254.322034
147.880000	256.904287
145.300000	259.556331
143.260000	262.278166
140.790000	265.139581
138.970000	267.861416
136.550000	270.653041
134.420000	273.235294
132.430000	275.887338
130.200000	278.539382
128.000000	281.261216
126.390000	283.913260
124.340000	286.495513
122.460000	289.077767
120.950000	291.590229
119.330000	293.963111
117.720000	296.405783
116.070000	298.778664
114.380000	301.221336
113.100000	303.524427
111.430000	305.687936
110.040000	307.921236
109.060000	310.014955
107.530000	311.969093
106.470000	313.923230
105.290000	315.807577
104.100000	317.691924
103.250000	319.436690
102.240000	321.041874
101.200000	322.577268
100.410000	324.042871
99.590000	325.438684
98.900000	326.764706
98.080000	327.951147
97.360000	329.067797
96.880000	330.184447
96.130000	331.021934
95.600000	331.789631
95.130000	332.557328
94.580000	333.255234
94.280000	333.743769
93.780000	334.232303
93.360000	334.511466
93.070000	334.790628
92.770000	334.860419
92.500000	335.000000
92.380000	335.000000
92.180000	335.000000
92.080000	334.790628
91.990000	334.511466
91.950000	334.092722
91.930000	333.673978
91.920000	333.115653
91.990000	332.347956
92.050000	331.580259
92.210000	330.672981
92.370000	329.835494
92.530000	328.718843
92.840000	327.602193
93.040000	326.415753
93.390000	325.089731
93.830000	323.693918
94.140000	322.298106
94.610000	320.623131
95.120000	318.948156
95.650000	317.203390
96.150000	315.388833
96.660000	313.364905
97.360000	311.550349
98.080000	309.526421
98.710000	307.432702
99.450000	305.269192
100.290000	303.105683
100.990000	300.802592
101.880000	298.359920
102.660000	296.056830
103.680000	293.683948
104.750000	291.241276
105.680000	288.728814
106.870000	286.216351
108.100000	283.564307
109.200000	280.912263
110.620000	278.330010
112.080000	275.538385
113.340000	272.956132
114.940000	270.304088
116.290000	267.582253
117.910000	264.930209
119.680000	262.208375
121.080000	259.416750
122.910000	256.834497
124.750000	254.042871
126.470000	251.321037
128.560000	248.738784
130.290000	246.086740
132.520000	243.574277
134.870000	241.061815
136.730000	238.479561
139.190000	235.967099
141.890000	233.594217
143.880000	231.151545
146.480000	228.778664
149.000000	226.475573
151.230000	224.242273
154.010000	222.148554
156.240000	220.124626
158.800000	218.100698
161.680000	216.146560
163.790000	214.192423
166.580000	212.447657
169.270000	210.633101
171.450000	209.027916
174.080000	207.492522
176.840000	206.026919
178.880000	204.631107
181.460000	203.444666
183.870000	202.258225
185.760000	201.141575
188.020000	200.024925
189.740000	199.187438
191.790000	198.280160
193.820000	197.512463
195.030000	196.884347
196.740000	196.326022
198.280000	195.837488
199.250000	195.558325
200.570000	195.348953
201.520000	195.069791
202.190000	195.000000
202.850000	195.000000
203.520000	195.000000
203.760000	195.209372
203.920000	195.418744
203.990000	195.837488
203.950000	196.326022
203.590000	196.954138
203.400000	197.652044
202.850000	198.419741
202.170000	199.187438
201.370000	200.024925
200.360000	201.141575
199.200000	202.258225
198.250000	203.444666
196.900000	204.840479
195.430000	206.306082
194.240000	207.701894
192.490000	209.237288
190.780000	210.772682
189.380000	212.517448
187.440000	214.262213
185.970000	216.146560
183.860000	218.100698
181.760000	220.194417
179.950000	222.288136
177.770000	224.381854
175.490000	226.545364
173.750000	228.848455
171.550000	231.151545
169.230000	233.454636
167.200000	235.897308
164.900000	238.409771
162.610000	240.922233
161.230000	243.434696
157.580000	246.086740
154.980000	248.738784
152.950000	251.321037
150.430000	253.973081
148.670000	256.625125
145.740000	259.346959
143.290000	261.999003
141.310000	264.790628
138.740000	267.582253
136.520000	270.304088
134.820000	272.956132
132.510000	275.538385
130.010000	278.330010
128.300000	280.912263
126.250000	283.564307
124.670000	286.216351
122.730000	288.728814
120.840000	291.241276
119.260000	293.753739
117.600000	296.196411
115.700000	298.569292
114.470000	300.872383
112.920000	303.315055
111.600000	305.478564
110.100000	307.711864
108.670000	309.735793
107.570000	311.759721
106.290000	313.713858
105.090000	315.598205
104.080000	317.412762
102.910000	319.227318
101.980000	320.832502
101.010000	322.507478
100.040000	323.903290
99.350000	325.229312
98.530000	326.555334
97.770000	327.741775
97.200000	328.928215
96.390000	329.905284
95.720000	330.952144
95.250000	331.789631
94.660000	332.487537
94.300000	333.115653
93.830000	333.673978
93.450000	334.092722
93.110000	334.441675
92.780000	334.790628
92.550000	334.860419
92.290000	335.000000
92.120000	335.000000
91.910000	335.000000
91.780000	334.790628
91.730000	334.511466
91.680000	334.232303
91.660000	333.673978
91.680000	333.115653
91.760000	332.487537
91.870000	331.719840
91.970000	330.812562
92.130000	329.905284
92.380000	328.858425
92.590000	327.741775
92.910000	326.555334
93.290000	325.229312
93.580000	323.833500
94.050000	322.367896
94.410000	320.832502
94.910000	319.227318
95.500000	317.342971
96.000000	315.458624
96.600000	313.574277
97.280000	311.759721
97.840000	309.735793
98.640000	307.711864
99.240000	305.618146
100.130000	303.315055
100.980000	301.011964
101.720000	298.708873
102.620000	296.266201
103.710000	293.893320
104.470000	291.450648
105.610000	288.938185
106.820000	286.425723
107.800000	283.913260
109.130000	281.261216
110.240000	278.539382
111.690000	275.887338
113.250000	273.235294
114.490000	270.513460
116.140000	267.861416
117.860000	265.139581
119.190000	262.487537
120.990000	259.765703
122.480000	257.113659
124.360000	254.391825
126.500000	251.669990
128.060000	249.017946
130.260000	246.435693
132.470000	243.783649
134.340000	241.271186
136.720000	238.758724
139.200000	236.176471
141.320000	233.803589
143.910000	231.360917
145.990000	229.057827
148.620000	226.754736
151.350000	224.591226
153.510000	222.427717
156.260000	220.333998
159.050000	218.310070
161.300000	216.355932
163.940000	214.401795
166.620000	212.657029
168.900000	210.912263
171.480000	209.237288
174.080000	207.701894
176.170000	206.166500
178.850000	204.840479
180.870000	203.514457
183.360000	202.328016
185.900000	201.211366
187.720000	200.164506
189.800000	199.257228
191.870000	198.419741
193.500000	197.652044
195.060000	196.954138
196.760000	196.395813
197.980000	195.837488
199.250000	195.558325
200.490000	195.348953
201.250000	195.069791
202.190000	195.000000
202.750000	195.000000
203.370000	195.000000
203.770000	195.209372
203.960000	195.418744
204.060000	195.767697
203.870000	196.326022
203.720000	196.884347
203.360000	197.512463
202.790000	198.280160
202.320000	199.047856
201.350000	199.955135
200.390000	201.001994
199.520000	202.118644
198.240000	203.305085
196.960000	204.631107
195.760000	206.026919
194.040000	207.562313
192.740000	209.027916
191.010000	210.633101
189.240000	212.308076
187.820000	214.052841
185.860000	215.937188
183.940000	217.891326
182.170000	219.985045
180.040000	221.939182
177.890000	224.172483
176.050000	226.335992
173.760000	228.499501
171.910000	230.802592
169.680000	233.245264
167.190000	235.687936
165.160000	238.060818
162.890000	240.573280
160.380000	243.085743
158.520000	245.737787
155.590000	248.389831
152.950000	251.041874
150.960000	253.624128
148.370000	256.276171
146.110000	258.998006
144.030000	261.650050
141.430000	264.511466
139.380000	267.233300
137.010000	269.955135
134.940000	272.607178
133.060000	275.329013
130.900000	277.981057
128.590000	280.633101
126.870000	283.215354
124.890000	285.867398
123.040000	288.519442
121.570000	291.031904
119.580000	293.404786
118.160000	295.847458
116.410000	298.290130
114.780000	300.663011
113.730000	302.966102
111.960000	305.269192
110.500000	307.432702
109.300000	309.526421
107.880000	311.550349
106.990000	313.504487
105.740000	315.388833
104.620000	317.203390
103.620000	318.948156
102.560000	320.762712
101.450000	322.298106
100.760000	323.693918
99.800000	325.089731
99.150000	326.415753
98.320000	327.602193
97.510000	328.858425
97.000000	329.905284
96.330000	330.812562
95.640000	331.719840
95.170000	332.487537
94.560000	333.115653
94.190000	333.673978
93.740000	334.092722
93.330000	334.441675
93.080000	334.790628
92.660000	334.860419
92.470000	335.000000
92.240000	335.000000
92.020000	335.000000
91.890000	334.790628
91.750000	334.511466
91.730000	334.232303
91.640000	333.743769
91.700000	333.255234
91.760000	332.557328
91.820000	331.789631
91.920000	330.952144
92.150000	330.044865
92.310000	329.067797
92.600000	327.881356
92.820000	326.625125
93.180000	325.368893
93.550000	324.042871
93.920000	322.577268
94.420000	321.041874
94.940000	319.436690
95.380000	317.552343
95.910000	315.807577
96.370000	313.853440
97.110000	311.969093
97.880000	310.014955
98.390000	307.921236
99.230000	305.827517
100.030000	303.594217
100.700000	301.360917
101.620000	298.918245
102.420000	296.615155
103.420000	294.172483
104.440000	291.799601
105.320000	289.287139
106.510000	286.635095
107.840000	284.122632
108.850000	281.470588
110.310000	278.818544
111.430000	276.236291
112.940000	273.514457
114.550000	270.862413
115.840000	268.210369
117.500000	265.488534
119.170000	262.766700
120.640000	260.114656
122.400000	257.392822
123.890000	254.601196
125.900000	252.018943
127.970000	249.366899
129.790000	246.714855
131.970000	244.132602
134.260000	241.550349
136.200000	238.968096
138.650000	236.525424
141.250000	234.012961
143.430000	231.570289
146.040000	229.267198
148.560000	227.033898
150.800000	224.800598
153.450000	222.637089
155.640000	220.543370
158.270000	218.449651
161.080000	216.495513
163.250000	214.611167
166.100000	212.726820
168.740000	210.982054
170.980000	209.376869
173.690000	207.841476
176.240000	206.375872
178.350000	204.980060
180.920000	203.654038
183.490000	202.467597
185.380000	201.211366
187.730000	200.234297
189.480000	199.257228
191.540000	198.489531
193.440000	197.721834
194.900000	197.093719
196.600000	196.395813
198.100000	195.977069
199.190000	195.558325
200.280000	195.348953
201.380000	195.069791
202.130000	195.000000
202.820000	195.000000
203.530000	195.000000
203.770000	195.209372
204.090000	195.418744
204.060000	195.767697
204.010000	196.186441
203.780000	196.744766
203.560000	197.372881
202.910000	198.140578
202.210000	198.908275
201.470000	199.955135
200.570000	200.932203
199.430000	201.979063
198.480000	203.235294
197.150000	204.491525
196.070000	205.957129
194.370000	207.352941
192.810000	208.888335
191.380000	210.423729
189.570000	212.168495
187.640000	213.983051
186.190000	215.797607
184.180000	217.681954
182.070000	219.775673
180.260000	221.869392
178.250000	223.963111
175.940000	226.126620
174.260000	228.290130
171.870000	230.593220
170.010000	233.035892
167.620000	235.408774
165.280000	237.851446
163.220000	240.363908
161.160000	242.876371
157.880000	245.528415
155.790000	248.180459
153.260000	250.762712
150.840000	253.414756
149.010000	256.066800
146.420000	258.649053
143.790000	261.440678
141.570000	264.302094
139.070000	267.023928
137.490000	269.745763
135.010000	272.467597
132.620000	275.119641
130.790000	277.771685
128.610000	280.353938
126.610000	283.005982
124.860000	285.658026
123.120000	288.310070
121.650000	290.822532
119.680000	293.195414
117.940000	295.707876
116.540000	298.010967
114.920000	300.453639
113.190000	302.756730
111.910000	305.059821
110.460000	307.223330
109.350000	309.317049
107.900000	311.410768
106.670000	313.295115
105.590000	315.249252
104.310000	316.994018
103.200000	318.878365
102.390000	320.483549
101.380000	322.158524
100.460000	323.554337
99.650000	325.019940
98.780000	326.345962
98.130000	327.532403
97.410000	328.718843
96.630000	329.835494
96.140000	330.812562
95.590000	331.580259
95.020000	332.347956
94.600000	332.976072
94.150000	333.673978
93.830000	334.092722
93.450000	334.441675
93.110000	334.790628
92.910000	334.860419
92.660000	335.000000
92.430000	335.000000
92.280000	335.000000
92.130000	334.860419
92.050000	334.511466
91.990000	334.232303
91.960000	333.743769
91.960000	333.255234
92.010000	332.557328
92.120000	331.929212
92.170000	331.021934
92.360000	330.044865
92.610000	329.067797
92.770000	327.951147
93.060000	326.764706
93.330000	325.438684
93.680000	324.112662
94.100000	322.716849
94.440000	321.181456
94.930000	319.506481
95.450000	317.691924
95.910000	315.877368
96.490000	314.062812
97.020000	312.038883
97.770000	310.084746
98.520000	308.130608
99.150000	305.897308
100.010000	303.733799
100.880000	301.430708
101.660000	299.127617
102.570000	296.754736
103.420000	294.312064
104.390000	291.869392
105.530000	289.496510
106.470000	286.984048
107.720000	284.332004
109.000000	281.679960
110.120000	279.097707
111.640000	276.306082
113.120000	273.723829
114.400000	271.071785
116.050000	268.349950
117.330000	265.697906
119.090000	262.976072
120.870000	260.184447
122.320000	257.602193
124.250000	254.810568
126.260000	252.228315
127.840000	249.506481
129.970000	246.854437
131.720000	244.202393
133.900000	241.689930
136.330000	239.177468
138.370000	236.665005
140.870000	234.222333
143.460000	231.849452
145.510000	229.406780
148.160000	227.103689
150.900000	224.940179
153.140000	222.706879
155.840000	220.613161
157.980000	218.659023
160.370000	216.704885
162.390000	214.750748
165.610000	212.866401
168.480000	211.191426
171.070000	209.446660
172.750000	207.911266
175.730000	206.375872
178.570000	205.049850
180.850000	203.723829
183.620000	202.537388
185.590000	201.350947
187.380000	200.373878
189.580000	199.396810
191.950000	198.489531
193.290000	197.721834
194.910000	197.093719
196.070000	196.535394
197.770000	195.977069
199.250000	195.628116
200.230000	195.348953
201.200000	195.069791
202.100000	195.000000
202.750000	195.000000
203.350000	195.000000
203.830000	195.069791
203.980000	195.418744
203.910000	195.767697
203.950000	196.186441
203.750000	196.744766
203.340000	197.372881
203.120000	198.070788
202.380000	198.908275
201.400000	199.815553
200.740000	200.792622
199.700000	201.909272
198.420000	203.095713
197.520000	204.421735
196.060000	205.817547
194.330000	207.283151
193.070000	208.818544
191.330000	210.353938
189.530000	211.959123
187.980000	213.843470
186.100000	215.727817
183.950000	217.542373
182.240000	219.636092
180.190000	221.660020
178.290000	223.823529
176.060000	225.987039
173.740000	228.220339
171.960000	230.523430
169.650000	232.826520
167.220000	235.199402
165.430000	237.711864
163.350000	240.154536
160.380000	242.806580
158.090000	245.388833
155.550000	248.040877
153.130000	250.692921
151.180000	253.205384
148.500000	255.857428
146.580000	258.579262
144.170000	261.301097
141.530000	264.022931
139.620000	266.814556
137.270000	269.536391
134.930000	272.258225
133.030000	274.910269
130.880000	277.562313
128.650000	280.144566
126.980000	282.796610
124.910000	285.448654
123.430000	288.030907
121.400000	290.613161
119.570000	293.125623
118.210000	295.498504
116.530000	297.941176
114.900000	300.314058
113.600000	302.617149
111.990000	304.920239
110.790000	307.153539
109.410000	309.247258
108.070000	311.201396
106.930000	313.155533
105.690000	315.039880
104.630000	316.924227
103.620000	318.738784
102.550000	320.413759
101.800000	322.018943
100.830000	323.484546
99.820000	324.880359
99.200000	326.206381
98.300000	327.532403
97.550000	328.649053
97.060000	329.695912
96.280000	330.672981
95.730000	331.580259
95.170000	332.347956
94.640000	332.976072
94.270000	333.534397
93.810000	334.022931
93.400000	334.441675
93.130000	334.651047
92.780000	334.860419
92.580000	335.000000
92.310000	335.000000
92.100000	335.000000
91.980000	334.860419
91.850000	334.651047
91.860000	334.302094
91.850000	333.883350
91.840000	333.325025
91.890000	332.696909
91.960000	331.929212
92.090000	331.021934
92.260000	330.184447
92.450000	329.137587
92.750000	328.090728
92.970000	326.904287
93.250000	325.578265
93.660000	324.252243
94.000000	322.716849
94.470000	321.181456
94.840000	319.506481
95.380000	317.901296
95.930000	316.016949
96.390000	314.132602
97.070000	312.178465
97.750000	310.224327
98.320000	308.200399
99.120000	306.176471
99.780000	303.943170
100.630000	301.640080
101.580000	299.267198
102.290000	296.824526
103.290000	294.521436
104.360000	292.148554
105.230000	289.566301
106.450000	287.053838
107.680000	284.541376
108.750000	281.889332
110.090000	279.167498
111.280000	276.585244
112.770000	273.933200
114.410000	271.211366
115.610000	268.559322
117.340000	265.837488
119.040000	263.185444
120.470000	260.463609
122.300000	257.671984
123.830000	255.089731
125.800000	252.298106
127.850000	249.715852
129.610000	247.063809
131.810000	244.411765
134.100000	241.899302
135.960000	239.247258
138.380000	236.874377
140.350000	234.361914
143.050000	231.919242
145.690000	229.616152
147.760000	227.313061
150.420000	225.009970
153.180000	222.916251
155.320000	220.892323
158.080000	218.798604
160.920000	216.774676
163.020000	214.820538
165.710000	212.936191
168.450000	211.191426
170.600000	209.586241
173.310000	207.911266
175.460000	206.515454
178.180000	205.049850
180.650000	203.863410
182.710000	202.537388
185.050000	201.490528
187.530000	200.373878
189.280000	199.396810
191.340000	198.629113
193.210000	197.861416
194.670000	197.093719
196.350000	196.535394
197.880000	195.977069
199.030000	195.628116
200.260000	195.348953
201.060000	195.069791
202.070000	195.000000
202.720000	195.000000
203.310000	195.000000
203.760000	195.069791
204.090000	195.348953
204.130000	195.767697
204.090000	196.186441
203.840000	196.744766
203.520000	197.303091
203.090000	198.070788
202.440000	198.908275
201.630000	199.815553
200.770000	200.792622
199.580000	201.909272
198.700000	202.956132
197.340000	204.282154
195.910000	205.747757
194.600000	207.283151
193.040000	208.678963
191.280000	210.353938
189.860000	211.959123
187.970000	213.703888
186.350000	215.588235
184.410000	217.472582
182.350000	219.566301
180.590000	221.520439
178.470000	223.683948
176.230000	225.917248
174.360000	228.080758
172.510000	230.383848
171.840000	232.686939
167.980000	235.129611
165.370000	237.502493
163.440000	240.014955
161.040000	242.666999
158.680000	245.179462
156.240000	247.971087
153.540000	250.483549
150.690000	253.065803
148.910000	255.717846
146.540000	258.439681
143.970000	261.091725
141.880000	263.953141
139.420000	266.674975
137.150000	269.396810
135.150000	272.188435
132.970000	274.770688
131.290000	277.422732
128.880000	280.074776
126.870000	282.657029
125.190000	285.309073
123.340000	287.961117
121.370000	290.473579
119.860000	292.986042
118.040000	295.428714
116.320000	297.801595
115.080000	300.244267
113.460000	302.547358
112.090000	304.850449
110.620000	307.013958
109.200000	309.107677
108.170000	311.201396
106.740000	313.085743
105.500000	315.039880
104.560000	316.784646
103.540000	318.668993
102.550000	320.413759
101.590000	321.949153
100.580000	323.484546
99.890000	324.880359
99.030000	326.206381
98.200000	327.392822
97.580000	328.649053
96.860000	329.695912
96.320000	330.603190
95.710000	331.440678
95.110000	332.208375
94.700000	332.976072
94.140000	333.534397
93.720000	334.022931
93.420000	334.441675
93.040000	334.651047
92.730000	334.860419
92.500000	335.000000
92.260000	335.000000
92.060000	335.000000
91.900000	334.860419
91.790000	334.651047
91.700000	334.302094
91.640000	333.883350
91.610000	333.325025
91.660000	332.696909
91.680000	331.929212
91.790000	331.161515
91.960000	330.184447
92.170000	329.137587
92.360000	328.090728
92.650000	326.904287
93.050000	325.578265
93.370000	324.252243
93.800000	322.786640
94.170000	321.251246
94.730000	319.646062
95.260000	317.901296
95.730000	316.156530
96.390000	314.132602
97.020000	312.318046
97.600000	310.294118
98.320000	308.200399
98.940000	306.176471
99.760000	303.943170
100.650000	301.779661
101.390000	299.336989
102.280000	296.964108
103.370000	294.521436
104.160000	292.148554
105.300000	289.705882
106.250000	287.193420
107.550000	284.541376
108.880000	281.889332
109.930000	279.307079
111.460000	276.655035
112.970000	273.933200
114.230000	271.281157
115.850000	268.629113
117.190000	265.907278
118.930000	263.185444
120.700000	260.533400
122.170000	257.811565
124.020000	255.159521
125.960000	252.437687
127.610000	249.715852
129.740000	247.063809
131.410000	244.551346
133.760000	241.899302
136.140000	239.386839
138.140000	236.874377
140.580000	234.431705
143.150000	232.058824
145.310000	229.616152
147.890000	227.313061
150.710000	225.149551
152.760000	222.916251
155.500000	220.892323
158.180000	218.798604
160.440000	216.774676
163.220000	214.960120
165.280000	213.075773
168.010000	211.331007
170.850000	209.586241
173.010000	208.050847
175.730000	206.515454
178.440000	205.189432
180.400000	203.863410
183.030000	202.676969
185.400000	201.490528
187.180000	200.373878
189.370000	199.466600
191.400000	198.629113
193.040000	197.861416
194.780000	197.163509
196.120000	196.535394
197.720000	196.116650
199.200000	195.628116
200.070000	195.348953
201.190000	195.069791
202.020000	195.000000
202.620000	195.000000
203.210000	195.000000
203.760000	195.069791
203.850000	195.418744
204.030000	195.767697
203.890000	196.186441
203.820000	196.605184
203.500000	197.303091
203.030000	198.070788
202.310000	198.838485
201.540000	199.815553
200.840000	200.792622
199.640000	201.769691
198.490000	202.956132
197.390000	204.282154
196.040000	205.747757
194.440000	207.143569
193.210000	208.678963
191.420000	210.214357
189.660000	211.959123
188.120000	213.634098
186.060000	215.518445
184.430000	217.472582
182.350000	219.426720
180.080000	221.520439
178.320000	223.683948
176.100000	225.777667
173.850000	228.080758
171.970000	230.383848
169.730000	232.686939
167.360000	235.129611
165.520000	237.502493
164.070000	240.014955
160.280000	242.597208
158.260000	245.179462
155.630000	247.831505
153.610000	250.483549
151.390000	253.065803
148.420000	255.717846
146.630000	258.369890
143.820000	261.091725
141.500000	263.813559
139.750000	266.674975
137.380000	269.396810
135.120000	272.048853
133.060000	274.770688
130.910000	277.422732
128.820000	280.074776
127.150000	282.657029
125.160000	285.309073
123.440000	287.961117
121.460000	290.473579
119.710000	292.986042
118.350000	295.428714
116.440000	297.731805
115.040000	300.104686
113.430000	302.547358
111.790000	304.850449
110.700000	307.013958
109.210000	309.107677
107.850000	311.061815
106.760000	313.085743
105.510000	314.900299
104.290000	316.784646
103.420000	318.668993
102.350000	320.274177
101.610000	321.949153
100.670000	323.484546
99.660000	324.810568
98.960000	326.206381
98.230000	327.392822
97.360000	328.649053
96.780000	329.626122
96.100000	330.603190
95.570000	331.440678
95.030000	332.208375
94.480000	332.976072
94.120000	333.534397
93.620000	334.022931
93.250000	334.441675
92.940000	334.651047
92.630000	334.860419
92.430000	335.000000
92.210000	335.000000
92.050000	335.000000
91.880000	334.860419
91.820000	334.651047
91.760000	334.302094
91.710000	333.883350
91.730000	333.325025
91.800000	332.696909
91.840000	331.929212
91.960000	331.161515
92.130000	330.184447
92.310000	329.137587
92.570000	328.090728
92.840000	326.974078
93.180000	325.648056
93.470000	324.252243
93.910000	322.786640
94.370000	321.251246
94.800000	319.646062
95.350000	317.901296
95.930000	316.156530
96.480000	314.132602
97.130000	312.318046
97.690000	310.294118
98.380000	308.339980
99.230000	306.246261
99.820000	304.082752
100.740000	301.779661
101.620000	299.336989
102.350000	296.964108
103.370000	294.661017
104.220000	292.218345
105.370000	289.705882
106.590000	287.193420
107.570000	284.680957
108.890000	282.028913
110.290000	279.307079
111.530000	276.655035
113.010000	274.002991
114.580000	271.281157
115.850000	268.629113
117.510000	265.907278
118.890000	263.255234
120.650000	260.533400
122.490000	257.811565
124.040000	255.159521
125.980000	252.437687
128.060000	249.785643
129.760000	247.203390
131.960000	244.551346
133.790000	241.899302
136.160000	239.386839
138.600000	236.944167
140.520000	234.431705
143.100000	232.058824
145.690000	229.616152
147.790000	227.452642
150.390000	225.149551
153.250000	222.916251
155.410000	220.892323
158.240000	218.868395
160.930000	216.914257
163.090000	214.960120
165.780000	213.075773
168.120000	211.331007
170.830000	209.656032
173.620000	208.050847
175.660000	206.585244
178.280000	205.189432
180.930000	203.863410
182.850000	202.676969
185.190000	201.490528
187.530000	200.443669
189.250000	199.466600
191.190000	198.629113
193.260000	197.861416
194.750000	197.163509
196.420000	196.535394
197.680000	196.116650
199.060000	195.628116
200.240000	195.348953
201.170000	195.069791
202.200000	195.000000
202.890000	195.000000
203.250000	195.000000
203.760000	195.069791
204.060000	195.348953
204.050000	195.767697
204.050000	196.116650
203.700000	196.605184
203.470000	197.303091
203.000000	198.070788
202.480000	198.838485
201.630000	199.675972
200.620000	200.722832
199.760000	201.769691
198.580000	202.956132
197.240000	204.282154
196.110000	205.608175
194.550000	207.143569
192.910000	208.678963
191.540000	210.214357
189.680000	211.889332
188.250000	213.634098
186.390000	215.518445
184.260000	217.333001
182.630000	219.426720
180.530000	221.380857
178.530000	223.614158
176.980000	225.777667
174.920000	228.010967
171.930000	230.314058
170.070000	232.617149
167.890000	234.990030
165.710000	237.432702
163.560000	239.945165
160.820000	242.597208
157.950000	245.109671
155.780000	247.691924
153.680000	250.343968
151.040000	252.996012
148.880000	255.578265
146.510000	258.369890
144.440000	260.952144
142.130000	263.813559
139.750000	266.605184
137.850000	269.327019
135.420000	272.048853
133.250000	274.700897
131.480000	277.283151
129.210000	279.935194
127.520000	282.587238
125.310000	285.239282
123.420000	287.821535
121.930000	290.333998
120.010000	292.916251
118.190000	295.289133
116.840000	297.731805
115.160000	300.104686
113.940000	302.407777
112.320000	304.710867
110.840000	306.944167
109.530000	308.968096
108.080000	311.061815
106.860000	312.946162
105.940000	314.900299
104.710000	316.784646
103.560000	318.529412
102.720000	320.274177
101.640000	321.949153
100.940000	323.344965
99.990000	324.810568
99.170000	326.136590
98.390000	327.392822
97.610000	328.509472
96.970000	329.626122
96.470000	330.603190
95.840000	331.440678
95.330000	332.208375
94.840000	332.906281
94.310000	333.534397
93.910000	334.022931
93.550000	334.441675
93.130000	334.651047
92.870000	334.860419
92.630000	335.000000
92.330000	335.000000
92.210000	335.000000
